date,fiori,isPartial
2018-01-07,35,False
2018-01-14,46,False
2018-01-21,22,False
2018-01-28,63,False
2018-02-04,30,False
2018-02-11,48,False
2018-02-18,52,False
2018-02-25,46,False
2018-03-04,59,False
2018-03-11,54,False
2018-03-18,62,False
2018-03-25,42,False
2018-04-01,43,False
2018-04-08,72,False
2018-04-15,49,False
2018-04-22,81,False
2018-04-29,74,False
2018-05-06,79,False
2018-05-13,52,False
2018-05-20,79,False
2018-05-27,51,False
2018-06-03,54,False
2018-06-10,60,False
2018-06-17,92,False
2018-06-24,85,False
2018-07-01,87,False
2018-07-08,89,False
2018-07-15,52,False
2018-07-22,56,False
2018-07-29,79,False
2018-08-05,37,False
2018-08-12,33,False
2018-08-19,30,False
2018-08-26,54,False
2018-09-02,54,False
2018-09-09,49,False
2018-09-16,27,False
2018-09-23,48,False
2018-09-30,37,False
2018-10-07,30,False
2018-10-14,42,False
2018-10-21,42,False
2018-10-28,45,False
2018-11-04,31,False
2018-11-11,57,False
2018-11-18,31,False
2018-11-25,51,False
2018-12-02,42,False
2018-12-09,34,False
2018-12-16,25,False
2018-12-23,50,False
2018-12-30,22,False
2019-01-06,19,False
2019-01-13,40,False
2019-01-20,43,False
2019-01-27,52,False
2019-02-03,48,False
2019-02-10,51,False
2019-02-17,39,False
2019-02-24,43,False
2019-03-03,43,False
2019-03-10,64,False
2019-03-17,42,False
2019-03-24,81,False
2019-03-31,45,False
2019-04-07,40,False
2019-04-14,28,False
2019-04-21,51,False
2019-04-28,69,False
2019-05-05,68,False
2019-05-12,49,False
2019-05-19,40,False
2019-05-26,34,False
2019-06-02,44,False
2019-06-09,53,False
2019-06-16,50,False
2019-06-23,89,False
2019-06-30,64,False
2019-07-07,93,False
2019-07-14,78,False
2019-07-21,100,False
2019-07-28,90,False
2019-08-04,83,False
2019-08-11,36,False
2019-08-18,37,False
2019-08-25,56,False
2019-09-01,30,False
2019-09-08,38,False
2019-09-15,19,False
2019-09-22,19,False
2019-09-29,44,False
2019-10-06,42,False
2019-10-13,39,False
2019-10-20,22,False
2019-10-27,30,False
2019-11-03,33,False
2019-11-10,43,False
2019-11-17,19,False
2019-11-24,33,False
2019-12-01,25,False
2019-12-08,23,False
2019-12-15,13,False
2019-12-22,28,False
2019-12-29,38,False
2020-01-05,30,False
2020-01-12,49,False
2020-01-19,24,False
2020-01-26,34,False
2020-02-02,35,False
2020-02-09,26,False
2020-02-16,44,False
2020-02-23,35,False
2020-03-01,41,False
2020-03-08,33,False
2020-03-15,40,False
2020-03-22,33,False
2020-03-29,35,False
2020-04-05,32,False
2020-04-12,32,False
2020-04-19,49,False
2020-04-26,41,True
