date,torta nocciole,isPartial
2018-01-07,39,False
2018-01-14,39,False
2018-01-21,39,False
2018-01-28,29,False
2018-02-04,38,False
2018-02-11,52,False
2018-02-18,20,False
2018-02-25,66,False
2018-03-04,30,False
2018-03-11,40,False
2018-03-18,20,False
2018-03-25,42,False
2018-04-01,22,False
2018-04-08,20,False
2018-04-15,0,False
2018-04-22,32,False
2018-04-29,41,False
2018-05-06,0,False
2018-05-13,21,False
2018-05-20,20,False
2018-05-27,43,False
2018-06-03,21,False
2018-06-10,0,False
2018-06-17,20,False
2018-06-24,20,False
2018-07-01,20,False
2018-07-08,41,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,22,False
2018-08-12,24,False
2018-08-19,48,False
2018-08-26,44,False
2018-09-02,41,False
2018-09-09,20,False
2018-09-16,58,False
2018-09-23,20,False
2018-09-30,50,False
2018-10-07,42,False
2018-10-14,42,False
2018-10-21,61,False
2018-10-28,50,False
2018-11-04,100,False
2018-11-11,54,False
2018-11-18,62,False
2018-11-25,42,False
2018-12-02,22,False
2018-12-09,22,False
2018-12-16,22,False
2018-12-23,44,False
2018-12-30,21,False
2019-01-06,40,False
2019-01-13,40,False
2019-01-20,37,False
2019-01-27,0,False
2019-02-03,38,False
2019-02-10,39,False
2019-02-17,58,False
2019-02-24,39,False
2019-03-03,20,False
2019-03-10,19,False
2019-03-17,71,False
2019-03-24,31,False
2019-03-31,40,False
2019-04-07,20,False
2019-04-14,0,False
2019-04-21,21,False
2019-04-28,59,False
2019-05-05,39,False
2019-05-12,20,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,21,False
2019-06-16,0,False
2019-06-23,32,False
2019-06-30,22,False
2019-07-07,0,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,22,False
2019-08-11,24,False
2019-08-18,45,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,39,False
2019-09-15,37,False
2019-09-22,27,False
2019-09-29,90,False
2019-10-06,38,False
2019-10-13,19,False
2019-10-20,37,False
2019-10-27,46,False
2019-11-03,35,False
2019-11-10,83,False
2019-11-17,46,False
2019-11-24,73,False
2019-12-01,19,False
2019-12-08,29,False
2019-12-15,19,False
2019-12-22,42,False
2019-12-29,40,False
2020-01-05,37,False
2020-01-12,45,False
2020-01-19,64,False
2020-01-26,36,False
2020-02-02,17,False
2020-02-09,81,False
2020-02-16,27,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,32,False
2020-03-15,55,False
2020-03-22,37,False
2020-03-29,59,False
2020-04-05,24,False
2020-04-12,24,False
2020-04-19,36,False
2020-04-26,89,True
