date,torta nocciole,isPartial
2018-01-07,45,False
2018-01-14,0,False
2018-01-21,18,False
2018-01-28,53,False
2018-02-04,44,False
2018-02-11,26,False
2018-02-18,69,False
2018-02-25,100,False
2018-03-04,25,False
2018-03-11,8,False
2018-03-18,34,False
2018-03-25,18,False
2018-04-01,9,False
2018-04-08,8,False
2018-04-15,18,False
2018-04-22,27,False
2018-04-29,35,False
2018-05-06,17,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,26,False
2018-06-03,9,False
2018-06-10,26,False
2018-06-17,18,False
2018-06-24,18,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,27,False
2018-07-22,0,False
2018-07-29,10,False
2018-08-05,0,False
2018-08-12,12,False
2018-08-19,0,False
2018-08-26,46,False
2018-09-02,8,False
2018-09-09,50,False
2018-09-16,32,False
2018-09-23,67,False
2018-09-30,49,False
2018-10-07,42,False
2018-10-14,51,False
2018-10-21,67,False
2018-10-28,100,False
2018-11-04,16,False
2018-11-11,49,False
2018-11-18,8,False
2018-11-25,57,False
2018-12-02,8,False
2018-12-09,57,False
2018-12-16,51,False
2018-12-23,40,False
2018-12-30,19,False
2019-01-06,25,False
2019-01-13,24,False
2019-01-20,40,False
2019-01-27,55,False
2019-02-03,24,False
2019-02-10,32,False
2019-02-17,16,False
2019-02-24,25,False
2019-03-03,33,False
2019-03-10,41,False
2019-03-17,59,False
2019-03-24,26,False
2019-03-31,25,False
2019-04-07,25,False
2019-04-14,35,False
2019-04-21,9,False
2019-04-28,9,False
2019-05-05,8,False
2019-05-12,16,False
2019-05-19,8,False
2019-05-26,48,False
2019-06-02,9,False
2019-06-09,25,False
2019-06-16,8,False
2019-06-23,9,False
2019-06-30,26,False
2019-07-07,9,False
2019-07-14,26,False
2019-07-21,0,False
2019-07-28,19,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,11,False
2019-08-25,9,False
2019-09-01,39,False
2019-09-08,41,False
2019-09-15,39,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,40,False
2019-10-13,32,False
2019-10-20,23,False
2019-10-27,77,False
2019-11-03,89,False
2019-11-10,38,False
2019-11-17,38,False
2019-11-24,7,False
2019-12-01,23,False
2019-12-08,32,False
2019-12-15,8,False
2019-12-22,38,False
2019-12-29,0,False
2020-01-05,38,False
2020-01-12,28,False
2020-01-19,15,False
2020-01-26,58,False
2020-02-02,36,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,41,False
2020-03-01,35,False
2020-03-08,41,False
2020-03-15,69,False
2020-03-22,52,False
2020-03-29,73,False
2020-04-05,28,False
2020-04-12,42,False
2020-04-19,74,False
2020-04-26,23,True
