date,torta nocciole,isPartial
2018-01-07,0,False
2018-01-14,43,False
2018-01-21,43,False
2018-01-28,41,False
2018-02-04,42,False
2018-02-11,21,False
2018-02-18,54,False
2018-02-25,42,False
2018-03-04,87,False
2018-03-11,22,False
2018-03-18,34,False
2018-03-25,46,False
2018-04-01,24,False
2018-04-08,23,False
2018-04-15,24,False
2018-04-22,24,False
2018-04-29,47,False
2018-05-06,0,False
2018-05-13,45,False
2018-05-20,0,False
2018-05-27,23,False
2018-06-03,0,False
2018-06-10,22,False
2018-06-17,0,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,22,False
2018-07-15,23,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,0,False
2018-08-12,100,False
2018-08-19,23,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,79,False
2018-09-16,44,False
2018-09-23,34,False
2018-09-30,45,False
2018-10-07,23,False
2018-10-14,69,False
2018-10-21,46,False
2018-10-28,87,False
2018-11-04,87,False
2018-11-11,92,False
2018-11-18,45,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,24,False
2018-12-16,25,False
2018-12-23,54,False
2018-12-30,24,False
2019-01-06,44,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,42,False
2019-02-17,0,False
2019-02-24,63,False
2019-03-03,22,False
2019-03-10,43,False
2019-03-17,22,False
2019-03-24,0,False
2019-03-31,43,False
2019-04-07,21,False
2019-04-14,45,False
2019-04-21,0,False
2019-04-28,21,False
2019-05-05,20,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,0,False
2019-06-09,22,False
2019-06-16,0,False
2019-06-23,22,False
2019-06-30,0,False
2019-07-07,22,False
2019-07-14,0,False
2019-07-21,23,False
2019-07-28,22,False
2019-08-04,95,False
2019-08-11,77,False
2019-08-18,23,False
2019-08-25,21,False
2019-09-01,60,False
2019-09-08,32,False
2019-09-15,53,False
2019-09-22,21,False
2019-09-29,41,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,41,False
2019-10-27,90,False
2019-11-03,0,False
2019-11-10,39,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,21,False
2019-12-15,41,False
2019-12-22,35,False
2019-12-29,22,False
2020-01-05,20,False
2020-01-12,28,False
2020-01-19,58,False
2020-01-26,19,False
2020-02-02,19,False
2020-02-09,38,False
2020-02-16,48,False
2020-02-23,55,False
2020-03-01,70,False
2020-03-08,52,False
2020-03-15,52,False
2020-03-22,32,False
2020-03-29,75,False
2020-04-05,17,False
2020-04-12,26,False
2020-04-19,42,False
2020-04-26,29,True
