date,Spengler,isPartial
2018-01-07,15,False
2018-01-14,10,False
2018-01-21,8,False
2018-01-28,8,False
2018-02-04,36,False
2018-02-11,18,False
2018-02-18,19,False
2018-02-25,15,False
2018-03-04,19,False
2018-03-11,15,False
2018-03-18,18,False
2018-03-25,12,False
2018-04-01,13,False
2018-04-08,20,False
2018-04-15,13,False
2018-04-22,15,False
2018-04-29,10,False
2018-05-06,16,False
2018-05-13,19,False
2018-05-20,20,False
2018-05-27,12,False
2018-06-03,8,False
2018-06-10,17,False
2018-06-17,10,False
2018-06-24,13,False
2018-07-01,12,False
2018-07-08,21,False
2018-07-15,17,False
2018-07-22,13,False
2018-07-29,12,False
2018-08-05,11,False
2018-08-12,7,False
2018-08-19,12,False
2018-08-26,12,False
2018-09-02,26,False
2018-09-09,7,False
2018-09-16,7,False
2018-09-23,23,False
2018-09-30,24,False
2018-10-07,8,False
2018-10-14,8,False
2018-10-21,22,False
2018-10-28,10,False
2018-11-04,14,False
2018-11-11,11,False
2018-11-18,18,False
2018-11-25,7,False
2018-12-02,18,False
2018-12-09,22,False
2018-12-16,15,False
2018-12-23,25,False
2018-12-30,15,False
2019-01-06,16,False
2019-01-13,10,False
2019-01-20,14,False
2019-01-27,19,False
2019-02-03,7,False
2019-02-10,10,False
2019-02-17,18,False
2019-02-24,11,False
2019-03-03,7,False
2019-03-10,7,False
2019-03-17,17,False
2019-03-24,15,False
2019-03-31,22,False
2019-04-07,12,False
2019-04-14,16,False
2019-04-21,15,False
2019-04-28,7,False
2019-05-05,17,False
2019-05-12,19,False
2019-05-19,12,False
2019-05-26,19,False
2019-06-02,9,False
2019-06-09,11,False
2019-06-16,24,False
2019-06-23,15,False
2019-06-30,10,False
2019-07-07,15,False
2019-07-14,13,False
2019-07-21,26,False
2019-07-28,13,False
2019-08-04,18,False
2019-08-11,10,False
2019-08-18,7,False
2019-08-25,10,False
2019-09-01,9,False
2019-09-08,28,False
2019-09-15,16,False
2019-09-22,17,False
2019-09-29,19,False
2019-10-06,7,False
2019-10-13,14,False
2019-10-20,11,False
2019-10-27,13,False
2019-11-03,11,False
2019-11-10,16,False
2019-11-17,10,False
2019-11-24,17,False
2019-12-01,15,False
2019-12-08,19,False
2019-12-15,10,False
2019-12-22,19,False
2019-12-29,23,False
2020-01-05,100,False
2020-01-12,20,False
2020-01-19,13,False
2020-01-26,17,False
2020-02-02,33,False
2020-02-09,39,False
2020-02-16,6,False
2020-02-23,16,False
2020-03-01,15,False
2020-03-08,10,False
2020-03-15,12,False
2020-03-22,12,False
2020-03-29,17,False
2020-04-05,6,False
2020-04-12,12,False
2020-04-19,10,False
2020-04-26,14,False
2020-05-03,17,False
2020-05-10,15,False
