date,Spengler,isPartial
2018-01-07,14,False
2018-01-14,25,False
2018-01-21,37,False
2018-01-28,36,False
2018-02-04,15,False
2018-02-11,45,False
2018-02-18,15,False
2018-02-25,34,False
2018-03-04,19,False
2018-03-11,58,False
2018-03-18,14,False
2018-03-25,16,False
2018-04-01,16,False
2018-04-08,37,False
2018-04-15,15,False
2018-04-22,24,False
2018-04-29,61,False
2018-05-06,35,False
2018-05-13,55,False
2018-05-20,29,False
2018-05-27,14,False
2018-06-03,15,False
2018-06-10,14,False
2018-06-17,21,False
2018-06-24,19,False
2018-07-01,0,False
2018-07-08,20,False
2018-07-15,16,False
2018-07-22,15,False
2018-07-29,30,False
2018-08-05,33,False
2018-08-12,14,False
2018-08-19,14,False
2018-08-26,14,False
2018-09-02,29,False
2018-09-09,43,False
2018-09-16,15,False
2018-09-23,34,False
2018-09-30,22,False
2018-10-07,23,False
2018-10-14,25,False
2018-10-21,23,False
2018-10-28,14,False
2018-11-04,45,False
2018-11-11,21,False
2018-11-18,27,False
2018-11-25,14,False
2018-12-02,18,False
2018-12-09,14,False
2018-12-16,29,False
2018-12-23,32,False
2018-12-30,39,False
2019-01-06,20,False
2019-01-13,22,False
2019-01-20,33,False
2019-01-27,27,False
2019-02-03,13,False
2019-02-10,40,False
2019-02-17,22,False
2019-02-24,28,False
2019-03-03,13,False
2019-03-10,27,False
2019-03-17,28,False
2019-03-24,34,False
2019-03-31,28,False
2019-04-07,28,False
2019-04-14,30,False
2019-04-21,35,False
2019-04-28,22,False
2019-05-05,27,False
2019-05-12,28,False
2019-05-19,27,False
2019-05-26,19,False
2019-06-02,41,False
2019-06-09,27,False
2019-06-16,18,False
2019-06-23,21,False
2019-06-30,14,False
2019-07-07,35,False
2019-07-14,29,False
2019-07-21,36,False
2019-07-28,22,False
2019-08-04,14,False
2019-08-11,28,False
2019-08-18,21,False
2019-08-25,14,False
2019-09-01,18,False
2019-09-08,14,False
2019-09-15,42,False
2019-09-22,14,False
2019-09-29,13,False
2019-10-06,27,False
2019-10-13,14,False
2019-10-20,27,False
2019-10-27,25,False
2019-11-03,19,False
2019-11-10,13,False
2019-11-17,13,False
2019-11-24,12,False
2019-12-01,51,False
2019-12-08,63,False
2019-12-15,13,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,100,False
2020-01-12,12,False
2020-01-19,24,False
2020-01-26,32,False
2020-02-02,47,False
2020-02-09,50,False
2020-02-16,31,False
2020-02-23,23,False
2020-03-01,35,False
2020-03-08,11,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,28,False
2020-04-05,31,False
2020-04-12,23,False
2020-04-19,11,False
2020-04-26,16,False
2020-05-03,11,False
2020-05-10,28,False
