date,Spengler,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,42,False
2018-01-28,85,False
2018-02-04,33,False
2018-02-11,42,False
2018-02-18,100,False
2018-02-25,20,False
2018-03-04,21,False
2018-03-11,20,False
2018-03-18,20,False
2018-03-25,42,False
2018-04-01,22,False
2018-04-08,32,False
2018-04-15,43,False
2018-04-22,21,False
2018-04-29,86,False
2018-05-06,22,False
2018-05-13,41,False
2018-05-20,32,False
2018-05-27,21,False
2018-06-03,21,False
2018-06-10,39,False
2018-06-17,92,False
2018-06-24,81,False
2018-07-01,21,False
2018-07-08,41,False
2018-07-15,32,False
2018-07-22,42,False
2018-07-29,21,False
2018-08-05,20,False
2018-08-12,43,False
2018-08-19,81,False
2018-08-26,39,False
2018-09-02,40,False
2018-09-09,40,False
2018-09-16,30,False
2018-09-23,60,False
2018-09-30,30,False
2018-10-07,20,False
2018-10-14,51,False
2018-10-21,41,False
2018-10-28,41,False
2018-11-04,19,False
2018-11-11,29,False
2018-11-18,19,False
2018-11-25,39,False
2018-12-02,30,False
2018-12-09,20,False
2018-12-16,40,False
2018-12-23,22,False
2018-12-30,30,False
2019-01-06,26,False
2019-01-13,18,False
2019-01-20,18,False
2019-01-27,37,False
2019-02-03,30,False
2019-02-10,36,False
2019-02-17,37,False
2019-02-24,55,False
2019-03-03,19,False
2019-03-10,36,False
2019-03-17,47,False
2019-03-24,0,False
2019-03-31,38,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,20,False
2019-04-28,0,False
2019-05-05,18,False
2019-05-12,18,False
2019-05-19,36,False
2019-05-26,36,False
2019-06-02,0,False
2019-06-09,58,False
2019-06-16,19,False
2019-06-23,28,False
2019-06-30,19,False
2019-07-07,73,False
2019-07-14,77,False
2019-07-21,20,False
2019-07-28,38,False
2019-08-04,20,False
2019-08-11,37,False
2019-08-18,27,False
2019-08-25,26,False
2019-09-01,17,False
2019-09-08,36,False
2019-09-15,27,False
2019-09-22,44,False
2019-09-29,17,False
2019-10-06,17,False
2019-10-13,35,False
2019-10-20,60,False
2019-10-27,51,False
2019-11-03,33,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,61,False
2019-12-15,70,False
2019-12-22,0,False
2019-12-29,34,False
2020-01-05,15,False
2020-01-12,38,False
2020-01-19,0,False
2020-01-26,16,False
2020-02-02,33,False
2020-02-09,32,False
2020-02-16,64,False
2020-02-23,24,False
2020-03-01,16,False
2020-03-08,75,False
2020-03-15,21,False
2020-03-22,27,False
2020-03-29,27,False
2020-04-05,22,False
2020-04-12,50,False
2020-04-19,85,False
2020-04-26,21,False
2020-05-03,43,False
2020-05-10,42,False
2020-05-17,39,False
2020-05-24,36,False
2020-05-31,71,False
2020-06-07,44,False
2020-06-14,36,False
2020-06-21,69,False
2020-06-28,31,False
2020-07-05,33,False
