date,Spengler,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,56,False
2018-01-28,28,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,27,False
2018-03-04,28,False
2018-03-11,0,False
2018-03-18,28,False
2018-03-25,29,False
2018-04-01,30,False
2018-04-08,71,False
2018-04-15,45,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,58,False
2018-05-20,0,False
2018-05-27,28,False
2018-06-03,29,False
2018-06-10,27,False
2018-06-17,28,False
2018-06-24,29,False
2018-07-01,0,False
2018-07-08,30,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,31,False
2018-08-05,60,False
2018-08-12,29,False
2018-08-19,29,False
2018-08-26,29,False
2018-09-02,29,False
2018-09-09,29,False
2018-09-16,29,False
2018-09-23,59,False
2018-09-30,32,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,28,False
2018-10-28,57,False
2018-11-04,27,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,55,False
2018-12-09,28,False
2018-12-16,0,False
2018-12-23,41,False
2018-12-30,49,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,53,False
2019-01-27,40,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,28,False
2019-02-24,27,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,28,False
2019-03-24,42,False
2019-03-31,28,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,30,False
2019-04-28,28,False
2019-05-05,36,False
2019-05-12,59,False
2019-05-19,0,False
2019-05-26,30,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,61,False
2019-06-23,46,False
2019-06-30,0,False
2019-07-07,43,False
2019-07-14,100,False
2019-07-21,72,False
2019-07-28,33,False
2019-08-04,32,False
2019-08-11,30,False
2019-08-18,31,False
2019-08-25,31,False
2019-09-01,39,False
2019-09-08,0,False
2019-09-15,61,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,30,False
2019-10-13,0,False
2019-10-20,77,False
2019-10-27,43,False
2019-11-03,0,False
2019-11-10,85,False
2019-11-17,51,False
2019-11-24,40,False
2019-12-01,29,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,35,False
2020-01-05,67,False
2020-01-12,53,False
2020-01-19,0,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,58,False
2020-02-16,47,False
2020-02-23,23,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,22,False
2020-03-22,32,False
2020-03-29,31,False
2020-04-05,22,False
2020-04-12,22,False
2020-04-19,21,False
2020-04-26,21,False
2020-05-03,31,False
2020-05-10,21,False
