date,Spengler,isPartial
2018-01-07,0,False
2018-01-14,21,False
2018-01-21,62,False
2018-01-28,31,False
2018-02-04,0,False
2018-02-11,21,False
2018-02-18,21,False
2018-02-25,44,False
2018-03-04,52,False
2018-03-11,31,False
2018-03-18,21,False
2018-03-25,0,False
2018-04-01,68,False
2018-04-08,71,False
2018-04-15,49,False
2018-04-22,37,False
2018-04-29,0,False
2018-05-06,56,False
2018-05-13,31,False
2018-05-20,44,False
2018-05-27,45,False
2018-06-03,21,False
2018-06-10,41,False
2018-06-17,22,False
2018-06-24,21,False
2018-07-01,32,False
2018-07-08,43,False
2018-07-15,44,False
2018-07-22,44,False
2018-07-29,33,False
2018-08-05,43,False
2018-08-12,33,False
2018-08-19,21,False
2018-08-26,32,False
2018-09-02,32,False
2018-09-09,33,False
2018-09-16,32,False
2018-09-23,22,False
2018-09-30,35,False
2018-10-07,25,False
2018-10-14,40,False
2018-10-21,39,False
2018-10-28,23,False
2018-11-04,22,False
2018-11-11,0,False
2018-11-18,40,False
2018-11-25,26,False
2018-12-02,0,False
2018-12-09,25,False
2018-12-16,56,False
2018-12-23,59,False
2018-12-30,21,False
2019-01-06,39,False
2019-01-13,29,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,49,False
2019-02-10,20,False
2019-02-17,0,False
2019-02-24,20,False
2019-03-03,41,False
2019-03-10,20,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,30,False
2019-04-07,41,False
2019-04-14,22,False
2019-04-21,53,False
2019-04-28,20,False
2019-05-05,39,False
2019-05-12,78,False
2019-05-19,39,False
2019-05-26,0,False
2019-06-02,20,False
2019-06-09,21,False
2019-06-16,0,False
2019-06-23,31,False
2019-06-30,39,False
2019-07-07,29,False
2019-07-14,21,False
2019-07-21,53,False
2019-07-28,41,False
2019-08-04,21,False
2019-08-11,31,False
2019-08-18,60,False
2019-08-25,100,False
2019-09-01,78,False
2019-09-08,31,False
2019-09-15,21,False
2019-09-22,21,False
2019-09-29,20,False
2019-10-06,0,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,64,False
2019-11-03,52,False
2019-11-10,52,False
2019-11-17,32,False
2019-11-24,32,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,22,False
2019-12-22,49,False
2019-12-29,28,False
2020-01-05,67,False
2020-01-12,36,False
2020-01-19,20,False
2020-01-26,19,False
2020-02-02,35,False
2020-02-09,54,False
2020-02-16,20,False
2020-02-23,19,False
2020-03-01,49,False
2020-03-08,19,False
2020-03-15,18,False
2020-03-22,15,False
2020-03-29,31,False
2020-04-05,26,False
2020-04-12,16,False
2020-04-19,49,False
2020-04-26,33,False
2020-05-03,67,False
2020-05-10,17,False
2020-05-17,19,False
2020-05-24,17,False
2020-05-31,17,False
2020-06-07,18,False
2020-06-14,34,False
2020-06-21,19,False
2020-06-28,47,False
2020-07-05,40,False
