date,torta arancia,isPartial
2018-01-07,32,False
2018-01-14,49,False
2018-01-21,25,False
2018-01-28,30,False
2018-02-04,48,False
2018-02-11,48,False
2018-02-18,41,False
2018-02-25,68,False
2018-03-04,24,False
2018-03-11,23,False
2018-03-18,30,False
2018-03-25,25,False
2018-04-01,26,False
2018-04-08,24,False
2018-04-15,25,False
2018-04-22,0,False
2018-04-29,12,False
2018-05-06,12,False
2018-05-13,0,False
2018-05-20,12,False
2018-05-27,12,False
2018-06-03,12,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,12,False
2018-07-08,23,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,12,False
2018-09-16,12,False
2018-09-23,0,False
2018-09-30,12,False
2018-10-07,37,False
2018-10-14,12,False
2018-10-21,12,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,19,False
2018-11-18,12,False
2018-11-25,24,False
2018-12-02,19,False
2018-12-09,63,False
2018-12-16,33,False
2018-12-23,15,False
2018-12-30,14,False
2019-01-06,19,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,51,False
2019-02-03,23,False
2019-02-10,24,False
2019-02-17,36,False
2019-02-24,30,False
2019-03-03,12,False
2019-03-10,24,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,18,False
2019-04-07,24,False
2019-04-14,12,False
2019-04-21,37,False
2019-04-28,12,False
2019-05-05,0,False
2019-05-12,11,False
2019-05-19,0,False
2019-05-26,11,False
2019-06-02,0,False
2019-06-09,12,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,18,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,13,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,11,False
2019-09-22,11,False
2019-09-29,11,False
2019-10-06,11,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,32,False
2019-11-03,11,False
2019-11-10,11,False
2019-11-17,32,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,23,False
2020-01-12,26,False
2020-01-19,43,False
2020-01-26,16,False
2020-02-02,31,False
2020-02-09,43,False
2020-02-16,37,False
2020-02-23,24,False
2020-03-01,29,False
2020-03-08,23,False
2020-03-15,67,False
2020-03-22,100,False
2020-03-29,86,False
2020-04-05,65,False
2020-04-12,42,False
2020-04-19,53,False
2020-04-26,31,True
