date,torta arancia,isPartial
2018-01-07,37,False
2018-01-14,54,False
2018-01-21,68,False
2018-01-28,78,False
2018-02-04,71,False
2018-02-11,30,False
2018-02-18,76,False
2018-02-25,57,False
2018-03-04,42,False
2018-03-11,57,False
2018-03-18,46,False
2018-03-25,39,False
2018-04-01,25,False
2018-04-08,11,False
2018-04-15,12,False
2018-04-22,18,False
2018-04-29,24,False
2018-05-06,14,False
2018-05-13,14,False
2018-05-20,6,False
2018-05-27,6,False
2018-06-03,12,False
2018-06-10,6,False
2018-06-17,6,False
2018-06-24,6,False
2018-07-01,6,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,6,False
2018-08-05,0,False
2018-08-12,8,False
2018-08-19,0,False
2018-08-26,6,False
2018-09-02,0,False
2018-09-09,6,False
2018-09-16,6,False
2018-09-23,11,False
2018-09-30,8,False
2018-10-07,6,False
2018-10-14,11,False
2018-10-21,36,False
2018-10-28,22,False
2018-11-04,32,False
2018-11-11,30,False
2018-11-18,49,False
2018-11-25,28,False
2018-12-02,54,False
2018-12-09,22,False
2018-12-16,23,False
2018-12-23,24,False
2018-12-30,29,False
2019-01-06,23,False
2019-01-13,51,False
2019-01-20,38,False
2019-01-27,32,False
2019-02-03,60,False
2019-02-10,30,False
2019-02-17,72,False
2019-02-24,39,False
2019-03-03,25,False
2019-03-10,22,False
2019-03-17,45,False
2019-03-24,20,False
2019-03-31,29,False
2019-04-07,39,False
2019-04-14,18,False
2019-04-21,26,False
2019-04-28,6,False
2019-05-05,11,False
2019-05-12,11,False
2019-05-19,8,False
2019-05-26,5,False
2019-06-02,11,False
2019-06-09,0,False
2019-06-16,6,False
2019-06-23,6,False
2019-06-30,6,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,6,False
2019-07-28,0,False
2019-08-04,7,False
2019-08-11,8,False
2019-08-18,7,False
2019-08-25,13,False
2019-09-01,11,False
2019-09-08,11,False
2019-09-15,5,False
2019-09-22,8,False
2019-09-29,8,False
2019-10-06,13,False
2019-10-13,27,False
2019-10-20,20,False
2019-10-27,21,False
2019-11-03,10,False
2019-11-10,31,False
2019-11-17,46,False
2019-11-24,37,False
2019-12-01,47,False
2019-12-08,37,False
2019-12-15,24,False
2019-12-22,22,False
2019-12-29,28,False
2020-01-05,37,False
2020-01-12,46,False
2020-01-19,45,False
2020-01-26,51,False
2020-02-02,65,False
2020-02-09,49,False
2020-02-16,41,False
2020-02-23,56,False
2020-03-01,39,False
2020-03-08,66,False
2020-03-15,96,False
2020-03-22,100,False
2020-03-29,77,False
2020-04-05,57,False
2020-04-12,38,False
2020-04-19,50,False
2020-04-26,47,True
