date,torta arancia,isPartial
2018-01-07,28,False
2018-01-14,50,False
2018-01-21,71,False
2018-01-28,48,False
2018-02-04,77,False
2018-02-11,71,False
2018-02-18,65,False
2018-02-25,91,False
2018-03-04,66,False
2018-03-11,43,False
2018-03-18,22,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,15,False
2018-04-15,24,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,38,False
2018-05-13,15,False
2018-05-20,15,False
2018-05-27,0,False
2018-06-03,15,False
2018-06-10,29,False
2018-06-17,0,False
2018-06-24,15,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,15,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,15,False
2018-09-16,0,False
2018-09-23,15,False
2018-09-30,22,False
2018-10-07,0,False
2018-10-14,15,False
2018-10-21,15,False
2018-10-28,36,False
2018-11-04,22,False
2018-11-11,0,False
2018-11-18,37,False
2018-11-25,45,False
2018-12-02,40,False
2018-12-09,32,False
2018-12-16,49,False
2018-12-23,36,False
2018-12-30,16,False
2019-01-06,37,False
2019-01-13,36,False
2019-01-20,56,False
2019-01-27,34,False
2019-02-03,41,False
2019-02-10,28,False
2019-02-17,29,False
2019-02-24,0,False
2019-03-03,14,False
2019-03-10,43,False
2019-03-17,37,False
2019-03-24,15,False
2019-03-31,21,False
2019-04-07,28,False
2019-04-14,22,False
2019-04-21,15,False
2019-04-28,14,False
2019-05-05,13,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,13,False
2019-06-02,14,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,14,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,16,False
2019-08-11,17,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,21,False
2019-09-15,0,False
2019-09-22,14,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,20,False
2019-10-20,14,False
2019-10-27,20,False
2019-11-03,13,False
2019-11-10,20,False
2019-11-17,39,False
2019-11-24,26,False
2019-12-01,35,False
2019-12-08,48,False
2019-12-15,28,False
2019-12-22,31,False
2019-12-29,30,False
2020-01-05,20,False
2020-01-12,31,False
2020-01-19,58,False
2020-01-26,31,False
2020-02-02,69,False
2020-02-09,45,False
2020-02-16,13,False
2020-02-23,55,False
2020-03-01,100,False
2020-03-08,69,False
2020-03-15,63,False
2020-03-22,80,False
2020-03-29,83,False
2020-04-05,29,False
2020-04-12,53,False
2020-04-19,56,False
2020-04-26,38,True
