date,torta arancia,isPartial
2018-01-07,32,False
2018-01-14,56,False
2018-01-21,40,False
2018-01-28,71,False
2018-02-04,39,False
2018-02-11,63,False
2018-02-18,68,False
2018-02-25,90,False
2018-03-04,31,False
2018-03-11,77,False
2018-03-18,24,False
2018-03-25,25,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,25,False
2018-04-22,0,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,16,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,16,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,16,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,32,False
2018-09-30,16,False
2018-10-07,16,False
2018-10-14,48,False
2018-10-21,40,False
2018-10-28,23,False
2018-11-04,15,False
2018-11-11,48,False
2018-11-18,15,False
2018-11-25,23,False
2018-12-02,57,False
2018-12-09,49,False
2018-12-16,43,False
2018-12-23,52,False
2018-12-30,29,False
2019-01-06,49,False
2019-01-13,23,False
2019-01-20,70,False
2019-01-27,70,False
2019-02-03,46,False
2019-02-10,24,False
2019-02-17,40,False
2019-02-24,16,False
2019-03-03,16,False
2019-03-10,24,False
2019-03-17,16,False
2019-03-24,32,False
2019-03-31,32,False
2019-04-07,16,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,17,False
2019-05-05,32,False
2019-05-12,15,False
2019-05-19,23,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,16,False
2019-06-16,16,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,16,False
2019-07-28,16,False
2019-08-04,17,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,14,False
2019-09-08,0,False
2019-09-15,14,False
2019-09-22,0,False
2019-09-29,15,False
2019-10-06,30,False
2019-10-13,23,False
2019-10-20,22,False
2019-10-27,0,False
2019-11-03,28,False
2019-11-10,21,False
2019-11-17,21,False
2019-11-24,35,False
2019-12-01,29,False
2019-12-08,59,False
2019-12-15,45,False
2019-12-22,0,False
2019-12-29,34,False
2020-01-05,58,False
2020-01-12,33,False
2020-01-19,67,False
2020-01-26,33,False
2020-02-02,80,False
2020-02-09,55,False
2020-02-16,54,False
2020-02-23,50,False
2020-03-01,75,False
2020-03-08,43,False
2020-03-15,88,False
2020-03-22,57,False
2020-03-29,100,False
2020-04-05,75,False
2020-04-12,31,False
2020-04-19,47,False
2020-04-26,41,True
