date,ristorante,isPartial
2018-01-07,43,False
2018-01-14,40,False
2018-01-21,37,False
2018-01-28,36,False
2018-02-04,35,False
2018-02-11,46,False
2018-02-18,41,False
2018-02-25,40,False
2018-03-04,39,False
2018-03-11,40,False
2018-03-18,40,False
2018-03-25,56,False
2018-04-01,36,False
2018-04-08,34,False
2018-04-15,39,False
2018-04-22,50,False
2018-04-29,50,False
2018-05-06,37,False
2018-05-13,35,False
2018-05-20,36,False
2018-05-27,36,False
2018-06-03,36,False
2018-06-10,43,False
2018-06-17,43,False
2018-06-24,36,False
2018-07-01,42,False
2018-07-08,49,False
2018-07-15,51,False
2018-07-22,47,False
2018-07-29,56,False
2018-08-05,73,False
2018-08-12,77,False
2018-08-19,63,False
2018-08-26,46,False
2018-09-02,47,False
2018-09-09,43,False
2018-09-16,40,False
2018-09-23,37,False
2018-09-30,37,False
2018-10-07,44,False
2018-10-14,44,False
2018-10-21,38,False
2018-10-28,36,False
2018-11-04,41,False
2018-11-11,45,False
2018-11-18,41,False
2018-11-25,45,False
2018-12-02,64,False
2018-12-09,63,False
2018-12-16,47,False
2018-12-23,75,False
2018-12-30,71,False
2019-01-06,40,False
2019-01-13,37,False
2019-01-20,38,False
2019-01-27,28,False
2019-02-03,43,False
2019-02-10,50,False
2019-02-17,46,False
2019-02-24,46,False
2019-03-03,48,False
2019-03-10,33,False
2019-03-17,45,False
2019-03-24,43,False
2019-03-31,40,False
2019-04-07,45,False
2019-04-14,50,False
2019-04-21,61,False
2019-04-28,43,False
2019-05-05,49,False
2019-05-12,40,False
2019-05-19,41,False
2019-05-26,29,False
2019-06-02,40,False
2019-06-09,40,False
2019-06-16,35,False
2019-06-23,55,False
2019-06-30,48,False
2019-07-07,47,False
2019-07-14,51,False
2019-07-21,56,False
2019-07-28,60,False
2019-08-04,67,False
2019-08-11,90,False
2019-08-18,79,False
2019-08-25,68,False
2019-09-01,46,False
2019-09-08,54,False
2019-09-15,43,False
2019-09-22,40,False
2019-09-29,37,False
2019-10-06,39,False
2019-10-13,40,False
2019-10-20,44,False
2019-10-27,50,False
2019-11-03,47,False
2019-11-10,43,False
2019-11-17,45,False
2019-11-24,48,False
2019-12-01,63,False
2019-12-08,61,False
2019-12-15,53,False
2019-12-22,84,False
2019-12-29,100,False
2020-01-05,53,False
2020-01-12,50,False
2020-01-19,43,False
2020-01-26,40,False
2020-02-02,45,False
2020-02-09,54,False
2020-02-16,44,False
2020-02-23,40,False
2020-03-01,35,False
2020-03-08,15,False
2020-03-15,7,False
2020-03-22,5,False
2020-03-29,6,False
2020-04-05,10,False
2020-04-12,10,False
2020-04-19,9,False
2020-04-26,11,True
