date,Zimmer streichen,isPartial
2018-01-07,27,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,27,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,41,False
2018-02-25,27,False
2018-03-04,55,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,43,False
2018-04-01,29,False
2018-04-08,28,False
2018-04-15,0,False
2018-04-22,28,False
2018-04-29,29,False
2018-05-06,29,False
2018-05-13,0,False
2018-05-20,90,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,28,False
2018-06-24,55,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,29,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,30,False
2018-09-02,29,False
2018-09-09,85,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,27,False
2018-10-28,55,False
2018-11-04,26,False
2018-11-11,26,False
2018-11-18,26,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,52,False
2018-12-16,40,False
2018-12-23,32,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,25,False
2019-01-27,0,False
2019-02-03,25,False
2019-02-10,26,False
2019-02-17,26,False
2019-02-24,53,False
2019-03-03,52,False
2019-03-10,0,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,52,False
2019-04-07,0,False
2019-04-14,28,False
2019-04-21,41,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,26,False
2019-05-19,25,False
2019-05-26,27,False
2019-06-02,0,False
2019-06-09,27,False
2019-06-16,83,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,100,False
2019-07-14,26,False
2019-07-21,0,False
2019-07-28,82,False
2019-08-04,29,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,25,False
2019-09-29,39,False
2019-10-06,25,False
2019-10-13,49,False
2019-10-20,24,False
2019-10-27,25,False
2019-11-03,24,False
2019-11-10,25,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,56,False
2019-12-29,27,False
2020-01-05,0,False
2020-01-12,23,False
2020-01-19,46,False
2020-01-26,45,False
2020-02-02,0,False
2020-02-09,46,False
2020-02-16,24,False
2020-02-23,45,False
2020-03-01,22,False
2020-03-08,42,False
2020-03-15,0,False
2020-03-22,60,False
2020-03-29,61,False
2020-04-05,22,False
2020-04-12,0,False
2020-04-19,41,False
2020-04-26,30,False
2020-05-03,0,False
2020-05-10,41,False
2020-05-17,0,True
