date,Zimmer streichen,isPartial
2018-01-07,22,False
2018-01-14,42,False
2018-01-21,32,False
2018-01-28,21,False
2018-02-04,33,False
2018-02-11,22,False
2018-02-18,22,False
2018-02-25,21,False
2018-03-04,22,False
2018-03-11,21,False
2018-03-18,43,False
2018-03-25,31,False
2018-04-01,34,False
2018-04-08,22,False
2018-04-15,22,False
2018-04-22,21,False
2018-04-29,33,False
2018-05-06,45,False
2018-05-13,22,False
2018-05-20,46,False
2018-05-27,22,False
2018-06-03,22,False
2018-06-10,21,False
2018-06-17,21,False
2018-06-24,22,False
2018-07-01,0,False
2018-07-08,31,False
2018-07-15,67,False
2018-07-22,30,False
2018-07-29,46,False
2018-08-05,30,False
2018-08-12,35,False
2018-08-19,22,False
2018-08-26,43,False
2018-09-02,22,False
2018-09-09,55,False
2018-09-16,33,False
2018-09-23,55,False
2018-09-30,33,False
2018-10-07,29,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,22,False
2018-11-04,41,False
2018-11-11,32,False
2018-11-18,34,False
2018-11-25,21,False
2018-12-02,21,False
2018-12-09,21,False
2018-12-16,21,False
2018-12-23,37,False
2018-12-30,34,False
2019-01-06,20,False
2019-01-13,50,False
2019-01-20,30,False
2019-01-27,20,False
2019-02-03,100,False
2019-02-10,20,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,41,False
2019-03-10,0,False
2019-03-17,21,False
2019-03-24,21,False
2019-03-31,30,False
2019-04-07,35,False
2019-04-14,34,False
2019-04-21,0,False
2019-04-28,42,False
2019-05-05,20,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,21,False
2019-06-02,41,False
2019-06-09,21,False
2019-06-16,21,False
2019-06-23,21,False
2019-06-30,31,False
2019-07-07,20,False
2019-07-14,75,False
2019-07-21,23,False
2019-07-28,23,False
2019-08-04,46,False
2019-08-11,0,False
2019-08-18,43,False
2019-08-25,41,False
2019-09-01,31,False
2019-09-08,42,False
2019-09-15,21,False
2019-09-22,34,False
2019-09-29,20,False
2019-10-06,20,False
2019-10-13,40,False
2019-10-20,20,False
2019-10-27,39,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,0,False
2019-11-24,25,False
2019-12-01,19,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,33,False
2019-12-29,42,False
2020-01-05,47,False
2020-01-12,18,False
2020-01-19,18,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,0,False
2020-02-16,37,False
2020-02-23,35,False
2020-03-01,29,False
2020-03-08,17,False
2020-03-15,41,False
2020-03-22,28,False
2020-03-29,16,False
2020-04-05,48,False
2020-04-12,23,False
2020-04-19,16,False
2020-04-26,24,False
2020-05-03,25,False
2020-05-10,33,False
2020-05-17,39,True
