date,Schimmel,isPartial
2018-01-07,0,False
2018-01-14,52,False
2018-01-21,17,False
2018-01-28,0,False
2018-02-04,19,False
2018-02-11,18,False
2018-02-18,53,False
2018-02-25,0,False
2018-03-04,35,False
2018-03-11,17,False
2018-03-18,18,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,20,False
2018-04-22,0,False
2018-04-29,18,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,37,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,18,False
2018-07-08,100,False
2018-07-15,42,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,19,False
2018-08-12,0,False
2018-08-19,18,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,18,False
2018-09-23,19,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,36,False
2018-10-28,0,False
2018-11-04,36,False
2018-11-11,71,False
2018-11-18,0,False
2018-11-25,18,False
2018-12-02,35,False
2018-12-09,17,False
2018-12-16,0,False
2018-12-23,42,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,34,False
2019-01-20,17,False
2019-01-27,18,False
2019-02-03,18,False
2019-02-10,0,False
2019-02-17,17,False
2019-02-24,17,False
2019-03-03,34,False
2019-03-10,17,False
2019-03-17,18,False
2019-03-24,35,False
2019-03-31,0,False
2019-04-07,17,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,33,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,15,False
2019-06-09,14,False
2019-06-16,40,False
2019-06-23,15,False
2019-06-30,32,False
2019-07-07,16,False
2019-07-14,18,False
2019-07-21,38,False
2019-07-28,0,False
2019-08-04,17,False
2019-08-11,45,False
2019-08-18,15,False
2019-08-25,15,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,29,False
2019-09-29,31,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,28,False
2019-10-27,14,False
2019-11-03,27,False
2019-11-10,14,False
2019-11-17,28,False
2019-11-24,13,False
2019-12-01,14,False
2019-12-08,0,False
2019-12-15,14,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,13,False
2020-01-12,26,False
2020-01-19,66,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,92,False
2020-02-16,0,False
2020-02-23,13,False
2020-03-01,38,False
2020-03-08,24,False
2020-03-15,12,False
2020-03-22,33,False
2020-03-29,11,False
2020-04-05,12,False
2020-04-12,36,False
2020-04-19,24,False
2020-04-26,22,False
2020-05-03,11,False
2020-05-10,11,False
2020-05-17,13,False
2020-05-24,0,False
2020-05-31,12,False
2020-06-07,0,False
2020-06-14,12,False
2020-06-21,0,False
2020-06-28,13,False
2020-07-05,0,False
