date,entreprise climatisation,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,34,False
2018-02-18,34,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,33,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,69,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,34,False
2018-06-03,34,False
2018-06-10,33,False
2018-06-17,35,False
2018-06-24,34,False
2018-07-01,50,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,34,False
2018-07-29,34,False
2018-08-05,0,False
2018-08-12,33,False
2018-08-19,34,False
2018-08-26,0,False
2018-09-02,35,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,36,False
2018-09-30,36,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,56,False
2018-10-28,0,False
2018-11-04,34,False
2018-11-11,0,False
2018-11-18,35,False
2018-11-25,0,False
2018-12-02,37,False
2018-12-09,37,False
2018-12-16,56,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,54,False
2019-01-13,0,False
2019-01-20,35,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,37,False
2019-02-24,0,False
2019-03-03,35,False
2019-03-10,36,False
2019-03-17,37,False
2019-03-24,36,False
2019-03-31,35,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,35,False
2019-05-05,69,False
2019-05-12,0,False
2019-05-19,33,False
2019-05-26,67,False
2019-06-02,48,False
2019-06-09,0,False
2019-06-16,33,False
2019-06-23,49,False
2019-06-30,32,False
2019-07-07,49,False
2019-07-14,0,False
2019-07-21,50,False
2019-07-28,34,False
2019-08-04,34,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,43,False
2019-09-08,32,False
2019-09-15,32,False
2019-09-22,32,False
2019-09-29,32,False
2019-10-06,32,False
2019-10-13,0,False
2019-10-20,32,False
2019-10-27,32,False
2019-11-03,0,False
2019-11-10,31,False
2019-11-17,91,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,31,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,33,False
2020-01-05,59,False
2020-01-12,0,False
2020-01-19,30,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,30,False
2020-02-16,30,False
2020-02-23,29,False
2020-03-01,28,False
2020-03-08,42,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,25,False
2020-04-12,25,False
2020-04-19,0,False
2020-04-26,24,False
2020-05-03,24,False
2020-05-10,37,False
2020-05-17,53,False
2020-05-24,26,False
2020-05-31,0,False
2020-06-07,25,False
2020-06-14,27,False
2020-06-21,100,True
