date,entreprise climatisation,isPartial
2018-01-07,41,False
2018-01-14,0,False
2018-01-21,40,False
2018-01-28,0,False
2018-02-04,81,False
2018-02-11,0,False
2018-02-18,41,False
2018-02-25,39,False
2018-03-04,40,False
2018-03-11,40,False
2018-03-18,0,False
2018-03-25,42,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,43,False
2018-04-29,42,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,43,False
2018-05-27,42,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,86,False
2018-06-24,43,False
2018-07-01,83,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,45,False
2018-07-29,46,False
2018-08-05,93,False
2018-08-12,47,False
2018-08-19,46,False
2018-08-26,0,False
2018-09-02,87,False
2018-09-09,43,False
2018-09-16,44,False
2018-09-23,43,False
2018-09-30,0,False
2018-10-07,43,False
2018-10-14,44,False
2018-10-21,89,False
2018-10-28,43,False
2018-11-04,42,False
2018-11-11,42,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,41,False
2019-01-20,40,False
2019-01-27,0,False
2019-02-03,60,False
2019-02-10,41,False
2019-02-17,43,False
2019-02-24,83,False
2019-03-03,39,False
2019-03-10,40,False
2019-03-17,0,False
2019-03-24,41,False
2019-03-31,0,False
2019-04-07,39,False
2019-04-14,41,False
2019-04-21,40,False
2019-04-28,0,False
2019-05-05,38,False
2019-05-12,39,False
2019-05-19,39,False
2019-05-26,42,False
2019-06-02,52,False
2019-06-09,76,False
2019-06-16,60,False
2019-06-23,40,False
2019-06-30,100,False
2019-07-07,0,False
2019-07-14,40,False
2019-07-21,82,False
2019-07-28,41,False
2019-08-04,42,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,37,False
2019-09-08,38,False
2019-09-15,75,False
2019-09-22,37,False
2019-09-29,64,False
2019-10-06,77,False
2019-10-13,38,False
2019-10-20,38,False
2019-10-27,0,False
2019-11-03,36,False
2019-11-10,36,False
2019-11-17,36,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,34,False
2020-01-19,53,False
2020-01-26,68,False
2020-02-02,34,False
2020-02-09,33,False
2020-02-16,33,False
2020-02-23,0,False
2020-03-01,33,False
2020-03-08,33,False
2020-03-15,0,False
2020-03-22,31,False
2020-03-29,31,False
2020-04-05,31,False
2020-04-12,0,False
2020-04-19,31,False
2020-04-26,59,False
2020-05-03,30,False
2020-05-10,31,False
2020-05-17,67,False
2020-05-24,49,False
2020-05-31,94,False
2020-06-07,31,False
2020-06-14,49,False
