date,festa compleanno,isPartial
2018-01-07,0,False
2018-01-14,51,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,48,False
2018-03-25,25,False
2018-04-01,26,False
2018-04-08,24,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,72,False
2018-05-13,36,False
2018-05-20,0,False
2018-05-27,24,False
2018-06-03,46,False
2018-06-10,21,False
2018-06-17,22,False
2018-06-24,21,False
2018-07-01,20,False
2018-07-08,30,False
2018-07-15,59,False
2018-07-22,19,False
2018-07-29,20,False
2018-08-05,36,False
2018-08-12,56,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,38,False
2018-09-09,19,False
2018-09-16,19,False
2018-09-23,31,False
2018-09-30,55,False
2018-10-07,47,False
2018-10-14,72,False
2018-10-21,51,False
2018-10-28,0,False
2018-11-04,37,False
2018-11-11,51,False
2018-11-18,24,False
2018-11-25,37,False
2018-12-02,26,False
2018-12-09,25,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,100,False
2019-01-20,35,False
2019-01-27,48,False
2019-02-03,37,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,24,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,51,False
2019-03-24,25,False
2019-03-31,25,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,38,False
2019-04-28,0,False
2019-05-05,48,False
2019-05-12,24,False
2019-05-19,47,False
2019-05-26,23,False
2019-06-02,24,False
2019-06-09,23,False
2019-06-16,45,False
2019-06-23,22,False
2019-06-30,45,False
2019-07-07,21,False
2019-07-14,21,False
2019-07-21,21,False
2019-07-28,0,False
2019-08-04,20,False
2019-08-11,0,False
2019-08-18,18,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,40,False
2019-09-15,0,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,33,False
2019-10-13,68,False
2019-10-20,21,False
2019-10-27,22,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,22,False
2019-11-24,0,False
2019-12-01,63,False
2019-12-08,67,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,0,False
2020-01-12,30,False
2020-01-19,20,False
2020-01-26,60,False
2020-02-02,19,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,29,False
2020-03-01,18,False
2020-03-08,17,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,18,False
2020-04-12,18,False
2020-04-19,0,False
2020-04-26,0,True
