date,festa compleanno,isPartial
2018-01-07,47,False
2018-01-14,10,False
2018-01-21,48,False
2018-01-28,57,False
2018-02-04,47,False
2018-02-11,19,False
2018-02-18,0,False
2018-02-25,50,False
2018-03-04,100,False
2018-03-11,72,False
2018-03-18,21,False
2018-03-25,44,False
2018-04-01,23,False
2018-04-08,20,False
2018-04-15,0,False
2018-04-22,21,False
2018-04-29,62,False
2018-05-06,21,False
2018-05-13,10,False
2018-05-20,10,False
2018-05-27,0,False
2018-06-03,42,False
2018-06-10,28,False
2018-06-17,40,False
2018-06-24,30,False
2018-07-01,62,False
2018-07-08,20,False
2018-07-15,10,False
2018-07-22,30,False
2018-07-29,39,False
2018-08-05,66,False
2018-08-12,29,False
2018-08-19,36,False
2018-08-26,48,False
2018-09-02,49,False
2018-09-09,50,False
2018-09-16,38,False
2018-09-23,67,False
2018-09-30,38,False
2018-10-07,50,False
2018-10-14,0,False
2018-10-21,30,False
2018-10-28,49,False
2018-11-04,51,False
2018-11-11,21,False
2018-11-18,52,False
2018-11-25,51,False
2018-12-02,44,False
2018-12-09,0,False
2018-12-16,11,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,59,False
2019-01-13,20,False
2019-01-20,28,False
2019-01-27,47,False
2019-02-03,56,False
2019-02-10,10,False
2019-02-17,10,False
2019-02-24,20,False
2019-03-03,41,False
2019-03-10,39,False
2019-03-17,39,False
2019-03-24,39,False
2019-03-31,19,False
2019-04-07,40,False
2019-04-14,30,False
2019-04-21,52,False
2019-04-28,39,False
2019-05-05,59,False
2019-05-12,56,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,52,False
2019-06-23,30,False
2019-06-30,42,False
2019-07-07,30,False
2019-07-14,30,False
2019-07-21,40,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,10,False
2019-08-18,37,False
2019-08-25,45,False
2019-09-01,43,False
2019-09-08,56,False
2019-09-15,37,False
2019-09-22,37,False
2019-09-29,76,False
2019-10-06,46,False
2019-10-13,10,False
2019-10-20,45,False
2019-10-27,28,False
2019-11-03,46,False
2019-11-10,38,False
2019-11-17,19,False
2019-11-24,19,False
2019-12-01,19,False
2019-12-08,10,False
2019-12-15,10,False
2019-12-22,21,False
2019-12-29,30,False
2020-01-05,9,False
2020-01-12,91,False
2020-01-19,19,False
2020-01-26,65,False
2020-02-02,9,False
2020-02-09,9,False
2020-02-16,9,False
2020-02-23,36,False
2020-03-01,26,False
2020-03-08,16,False
2020-03-15,23,False
2020-03-22,7,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,32,False
2020-04-19,15,False
2020-04-26,26,True
