date,festa compleanno,isPartial
2018-01-07,49,False
2018-01-14,40,False
2018-01-21,0,False
2018-01-28,24,False
2018-02-04,54,False
2018-02-11,31,False
2018-02-18,23,False
2018-02-25,46,False
2018-03-04,32,False
2018-03-11,0,False
2018-03-18,47,False
2018-03-25,51,False
2018-04-01,18,False
2018-04-08,17,False
2018-04-15,33,False
2018-04-22,25,False
2018-04-29,35,False
2018-05-06,65,False
2018-05-13,17,False
2018-05-20,0,False
2018-05-27,17,False
2018-06-03,34,False
2018-06-10,32,False
2018-06-17,16,False
2018-06-24,24,False
2018-07-01,42,False
2018-07-08,31,False
2018-07-15,16,False
2018-07-22,45,False
2018-07-29,43,False
2018-08-05,21,False
2018-08-12,11,False
2018-08-19,29,False
2018-08-26,20,False
2018-09-02,56,False
2018-09-09,26,False
2018-09-16,17,False
2018-09-23,50,False
2018-09-30,25,False
2018-10-07,35,False
2018-10-14,51,False
2018-10-21,33,False
2018-10-28,17,False
2018-11-04,33,False
2018-11-11,35,False
2018-11-18,35,False
2018-11-25,17,False
2018-12-02,27,False
2018-12-09,26,False
2018-12-16,0,False
2018-12-23,18,False
2018-12-30,26,False
2019-01-06,17,False
2019-01-13,34,False
2019-01-20,32,False
2019-01-27,16,False
2019-02-03,40,False
2019-02-10,32,False
2019-02-17,41,False
2019-02-24,25,False
2019-03-03,35,False
2019-03-10,17,False
2019-03-17,68,False
2019-03-24,33,False
2019-03-31,17,False
2019-04-07,25,False
2019-04-14,18,False
2019-04-21,17,False
2019-04-28,34,False
2019-05-05,34,False
2019-05-12,25,False
2019-05-19,33,False
2019-05-26,16,False
2019-06-02,0,False
2019-06-09,53,False
2019-06-16,51,False
2019-06-23,67,False
2019-06-30,17,False
2019-07-07,100,False
2019-07-14,16,False
2019-07-21,16,False
2019-07-28,31,False
2019-08-04,21,False
2019-08-11,27,False
2019-08-18,53,False
2019-08-25,26,False
2019-09-01,59,False
2019-09-08,26,False
2019-09-15,17,False
2019-09-22,34,False
2019-09-29,34,False
2019-10-06,43,False
2019-10-13,53,False
2019-10-20,42,False
2019-10-27,17,False
2019-11-03,17,False
2019-11-10,17,False
2019-11-17,0,False
2019-11-24,49,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,17,False
2019-12-22,18,False
2019-12-29,17,False
2020-01-05,16,False
2020-01-12,23,False
2020-01-19,16,False
2020-01-26,15,False
2020-02-02,30,False
2020-02-09,46,False
2020-02-16,0,False
2020-02-23,14,False
2020-03-01,22,False
2020-03-08,32,False
2020-03-15,25,False
2020-03-22,23,False
2020-03-29,12,False
2020-04-05,0,False
2020-04-12,27,False
2020-04-19,12,False
2020-04-26,0,True
