date,festa compleanno,isPartial
2018-01-07,64,False
2018-01-14,82,False
2018-01-21,54,False
2018-01-28,63,False
2018-02-04,52,False
2018-02-11,18,False
2018-02-18,69,False
2018-02-25,25,False
2018-03-04,88,False
2018-03-11,53,False
2018-03-18,52,False
2018-03-25,19,False
2018-04-01,76,False
2018-04-08,54,False
2018-04-15,55,False
2018-04-22,29,False
2018-04-29,84,False
2018-05-06,55,False
2018-05-13,46,False
2018-05-20,91,False
2018-05-27,47,False
2018-06-03,56,False
2018-06-10,51,False
2018-06-17,79,False
2018-06-24,78,False
2018-07-01,53,False
2018-07-08,35,False
2018-07-15,54,False
2018-07-22,43,False
2018-07-29,78,False
2018-08-05,25,False
2018-08-12,0,False
2018-08-19,100,False
2018-08-26,40,False
2018-09-02,33,False
2018-09-09,53,False
2018-09-16,71,False
2018-09-23,27,False
2018-09-30,53,False
2018-10-07,76,False
2018-10-14,66,False
2018-10-21,46,False
2018-10-28,37,False
2018-11-04,72,False
2018-11-11,75,False
2018-11-18,64,False
2018-11-25,45,False
2018-12-02,77,False
2018-12-09,37,False
2018-12-16,28,False
2018-12-23,0,False
2018-12-30,36,False
2019-01-06,70,False
2019-01-13,79,False
2019-01-20,57,False
2019-01-27,49,False
2019-02-03,40,False
2019-02-10,66,False
2019-02-17,76,False
2019-02-24,83,False
2019-03-03,97,False
2019-03-10,33,False
2019-03-17,61,False
2019-03-24,34,False
2019-03-31,34,False
2019-04-07,33,False
2019-04-14,52,False
2019-04-21,26,False
2019-04-28,49,False
2019-05-05,33,False
2019-05-12,89,False
2019-05-19,82,False
2019-05-26,31,False
2019-06-02,68,False
2019-06-09,52,False
2019-06-16,34,False
2019-06-23,85,False
2019-06-30,17,False
2019-07-07,39,False
2019-07-14,24,False
2019-07-21,59,False
2019-07-28,56,False
2019-08-04,49,False
2019-08-11,41,False
2019-08-18,24,False
2019-08-25,16,False
2019-09-01,76,False
2019-09-08,46,False
2019-09-15,76,False
2019-09-22,15,False
2019-09-29,47,False
2019-10-06,24,False
2019-10-13,48,False
2019-10-20,56,False
2019-10-27,55,False
2019-11-03,30,False
2019-11-10,23,False
2019-11-17,47,False
2019-11-24,23,False
2019-12-01,16,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,42,False
2019-12-29,33,False
2020-01-05,38,False
2020-01-12,51,False
2020-01-19,38,False
2020-01-26,66,False
2020-02-02,21,False
2020-02-09,74,False
2020-02-16,37,False
2020-02-23,35,False
2020-03-01,62,False
2020-03-08,46,False
2020-03-15,37,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,26,False
2020-04-12,19,False
2020-04-19,30,False
2020-04-26,54,True
