date,festa compleanno,isPartial
2018-01-07,100,False
2018-01-14,33,False
2018-01-21,34,False
2018-01-28,0,False
2018-02-04,33,False
2018-02-11,67,False
2018-02-18,32,False
2018-02-25,31,False
2018-03-04,64,False
2018-03-11,63,False
2018-03-18,0,False
2018-03-25,33,False
2018-04-01,35,False
2018-04-08,64,False
2018-04-15,34,False
2018-04-22,69,False
2018-04-29,65,False
2018-05-06,0,False
2018-05-13,63,False
2018-05-20,32,False
2018-05-27,33,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,65,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,64,False
2018-07-15,32,False
2018-07-22,33,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,33,False
2018-08-26,32,False
2018-09-02,32,False
2018-09-09,33,False
2018-09-16,32,False
2018-09-23,65,False
2018-09-30,32,False
2018-10-07,33,False
2018-10-14,33,False
2018-10-21,66,False
2018-10-28,63,False
2018-11-04,48,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,32,False
2018-12-02,34,False
2018-12-09,32,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,34,False
2019-01-06,63,False
2019-01-13,0,False
2019-01-20,42,False
2019-01-27,0,False
2019-02-03,28,False
2019-02-10,0,False
2019-02-17,29,False
2019-02-24,29,False
2019-03-03,29,False
2019-03-10,28,False
2019-03-17,29,False
2019-03-24,0,False
2019-03-31,43,False
2019-04-07,28,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,55,False
2019-05-05,27,False
2019-05-12,56,False
2019-05-19,27,False
2019-05-26,0,False
2019-06-02,57,False
2019-06-09,30,False
2019-06-16,59,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,30,False
2019-07-21,0,False
2019-07-28,30,False
2019-08-04,0,False
2019-08-11,34,False
2019-08-18,0,False
2019-08-25,59,False
2019-09-01,41,False
2019-09-08,0,False
2019-09-15,27,False
2019-09-22,0,False
2019-09-29,52,False
2019-10-06,54,False
2019-10-13,27,False
2019-10-20,26,False
2019-10-27,26,False
2019-11-03,25,False
2019-11-10,26,False
2019-11-17,50,False
2019-11-24,25,False
2019-12-01,26,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,29,False
2020-01-12,51,False
2020-01-19,51,False
2020-01-26,25,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,0,False
2020-02-23,36,False
2020-03-01,23,False
2020-03-08,22,False
2020-03-15,22,False
2020-03-22,0,False
2020-03-29,22,False
2020-04-05,46,False
2020-04-12,23,False
2020-04-19,0,False
2020-04-26,0,True
