date,Fitness Trainer,isPartial
2018-01-07,24,False
2018-01-14,98,False
2018-01-21,24,False
2018-01-28,0,False
2018-02-04,76,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,25,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,24,False
2018-03-25,39,False
2018-04-01,27,False
2018-04-08,50,False
2018-04-15,0,False
2018-04-22,25,False
2018-04-29,26,False
2018-05-06,27,False
2018-05-13,26,False
2018-05-20,53,False
2018-05-27,50,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,26,False
2018-07-15,28,False
2018-07-22,29,False
2018-07-29,29,False
2018-08-05,43,False
2018-08-12,28,False
2018-08-19,0,False
2018-08-26,39,False
2018-09-02,76,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,20,False
2018-10-07,21,False
2018-10-14,26,False
2018-10-21,0,False
2018-10-28,76,False
2018-11-04,36,False
2018-11-11,25,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,37,False
2018-12-09,51,False
2018-12-16,0,False
2018-12-23,100,False
2018-12-30,0,False
2019-01-06,47,False
2019-01-13,21,False
2019-01-20,0,False
2019-01-27,38,False
2019-02-03,74,False
2019-02-10,0,False
2019-02-17,48,False
2019-02-24,24,False
2019-03-03,20,False
2019-03-10,24,False
2019-03-17,50,False
2019-03-24,24,False
2019-03-31,25,False
2019-04-07,39,False
2019-04-14,27,False
2019-04-21,83,False
2019-04-28,20,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,0,False
2019-06-02,21,False
2019-06-09,38,False
2019-06-16,24,False
2019-06-23,26,False
2019-06-30,25,False
2019-07-07,25,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,37,False
2019-08-11,25,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,24,False
2019-09-15,36,False
2019-09-22,0,False
2019-09-29,21,False
2019-10-06,48,False
2019-10-13,71,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,42,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,21,False
2020-01-12,0,False
2020-01-19,34,False
2020-01-26,22,False
2020-02-02,23,False
2020-02-09,20,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,19,False
2020-03-15,0,False
2020-03-22,43,False
2020-03-29,0,False
2020-04-05,22,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,31,False
2020-05-03,19,False
2020-05-10,21,False
2020-05-17,0,True
