date,Haus Bauen,isPartial
2018-01-07,42,False
2018-01-14,62,False
2018-01-21,42,False
2018-01-28,63,False
2018-02-04,33,False
2018-02-11,100,False
2018-02-18,32,False
2018-02-25,0,False
2018-03-04,32,False
2018-03-11,32,False
2018-03-18,66,False
2018-03-25,35,False
2018-04-01,69,False
2018-04-08,33,False
2018-04-15,70,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,52,False
2018-05-13,33,False
2018-05-20,66,False
2018-05-27,0,False
2018-06-03,33,False
2018-06-10,31,False
2018-06-17,33,False
2018-06-24,34,False
2018-07-01,50,False
2018-07-08,0,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,32,False
2018-08-05,32,False
2018-08-12,33,False
2018-08-19,33,False
2018-08-26,33,False
2018-09-02,34,False
2018-09-09,34,False
2018-09-16,50,False
2018-09-23,50,False
2018-09-30,35,False
2018-10-07,35,False
2018-10-14,44,False
2018-10-21,0,False
2018-10-28,64,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,31,False
2018-12-09,32,False
2018-12-16,32,False
2018-12-23,52,False
2018-12-30,32,False
2019-01-06,30,False
2019-01-13,30,False
2019-01-20,30,False
2019-01-27,30,False
2019-02-03,50,False
2019-02-10,61,False
2019-02-17,31,False
2019-02-24,33,False
2019-03-03,31,False
2019-03-10,45,False
2019-03-17,48,False
2019-03-24,32,False
2019-03-31,31,False
2019-04-07,0,False
2019-04-14,43,False
2019-04-21,64,False
2019-04-28,31,False
2019-05-05,29,False
2019-05-12,31,False
2019-05-19,77,False
2019-05-26,63,False
2019-06-02,0,False
2019-06-09,46,False
2019-06-16,32,False
2019-06-23,31,False
2019-06-30,80,False
2019-07-07,52,False
2019-07-14,32,False
2019-07-21,33,False
2019-07-28,33,False
2019-08-04,32,False
2019-08-11,30,False
2019-08-18,46,False
2019-08-25,30,False
2019-09-01,40,False
2019-09-08,62,False
2019-09-15,63,False
2019-09-22,30,False
2019-09-29,0,False
2019-10-06,30,False
2019-10-13,30,False
2019-10-20,0,False
2019-10-27,42,False
2019-11-03,0,False
2019-11-10,29,False
2019-11-17,0,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,0,False
2019-12-29,44,False
2020-01-05,27,False
2020-01-12,52,False
2020-01-19,27,False
2020-01-26,52,False
2020-02-02,53,False
2020-02-09,0,False
2020-02-16,55,False
2020-02-23,44,False
2020-03-01,0,False
2020-03-08,36,False
2020-03-15,36,False
2020-03-22,23,False
2020-03-29,23,False
2020-04-05,50,False
2020-04-12,49,False
2020-04-19,40,False
2020-04-26,22,False
2020-05-03,24,False
2020-05-10,60,False
