date,discoteche,isPartial
2018-01-07,19,False
2018-01-14,19,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,19,False
2018-02-11,19,False
2018-02-18,18,False
2018-02-25,0,False
2018-03-04,73,False
2018-03-11,18,False
2018-03-18,0,False
2018-03-25,39,False
2018-04-01,20,False
2018-04-08,0,False
2018-04-15,19,False
2018-04-22,20,False
2018-04-29,37,False
2018-05-06,0,False
2018-05-13,37,False
2018-05-20,19,False
2018-05-27,39,False
2018-06-03,0,False
2018-06-10,18,False
2018-06-17,19,False
2018-06-24,20,False
2018-07-01,58,False
2018-07-08,19,False
2018-07-15,100,False
2018-07-22,39,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,18,False
2018-09-23,0,False
2018-09-30,19,False
2018-10-07,58,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,18,False
2018-11-04,18,False
2018-11-11,20,False
2018-11-18,19,False
2018-11-25,19,False
2018-12-02,39,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,66,False
2018-12-30,0,False
2019-01-06,19,False
2019-01-13,0,False
2019-01-20,17,False
2019-01-27,17,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,38,False
2019-03-03,19,False
2019-03-10,37,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,0,False
2019-04-07,19,False
2019-04-14,38,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,17,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,59,False
2019-06-30,79,False
2019-07-07,19,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,39,False
2019-08-04,80,False
2019-08-11,60,False
2019-08-18,18,False
2019-08-25,17,False
2019-09-01,17,False
2019-09-08,18,False
2019-09-15,0,False
2019-09-22,17,False
2019-09-29,17,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,51,False
2019-10-27,33,False
2019-11-03,33,False
2019-11-10,17,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,17,False
2019-12-15,0,False
2019-12-22,20,False
2019-12-29,35,False
2020-01-05,0,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,0,False
2020-02-02,31,False
2020-02-09,48,False
2020-02-16,16,False
2020-02-23,0,False
2020-03-01,58,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,12,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,23,True
