date,discoteche,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,35,False
2018-01-28,22,False
2018-02-04,34,False
2018-02-11,0,False
2018-02-18,22,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,45,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,34,False
2018-04-15,24,False
2018-04-22,0,False
2018-04-29,24,False
2018-05-06,35,False
2018-05-13,35,False
2018-05-20,47,False
2018-05-27,60,False
2018-06-03,35,False
2018-06-10,45,False
2018-06-17,46,False
2018-06-24,35,False
2018-07-01,46,False
2018-07-08,23,False
2018-07-15,58,False
2018-07-22,79,False
2018-07-29,69,False
2018-08-05,69,False
2018-08-12,23,False
2018-08-19,23,False
2018-08-26,0,False
2018-09-02,33,False
2018-09-09,46,False
2018-09-16,0,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,61,False
2018-10-14,48,False
2018-10-21,24,False
2018-10-28,47,False
2018-11-04,35,False
2018-11-11,47,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,24,False
2018-12-09,68,False
2018-12-16,57,False
2018-12-23,66,False
2018-12-30,24,False
2019-01-06,0,False
2019-01-13,21,False
2019-01-20,52,False
2019-01-27,51,False
2019-02-03,83,False
2019-02-10,42,False
2019-02-17,21,False
2019-02-24,53,False
2019-03-03,44,False
2019-03-10,21,False
2019-03-17,32,False
2019-03-24,42,False
2019-03-31,32,False
2019-04-07,32,False
2019-04-14,67,False
2019-04-21,44,False
2019-04-28,64,False
2019-05-05,20,False
2019-05-12,30,False
2019-05-19,31,False
2019-05-26,39,False
2019-06-02,22,False
2019-06-09,43,False
2019-06-16,54,False
2019-06-23,21,False
2019-06-30,44,False
2019-07-07,40,False
2019-07-14,42,False
2019-07-21,54,False
2019-07-28,63,False
2019-08-04,74,False
2019-08-11,65,False
2019-08-18,70,False
2019-08-25,87,False
2019-09-01,38,False
2019-09-08,21,False
2019-09-15,20,False
2019-09-22,20,False
2019-09-29,20,False
2019-10-06,51,False
2019-10-13,31,False
2019-10-20,20,False
2019-10-27,58,False
2019-11-03,29,False
2019-11-10,49,False
2019-11-17,39,False
2019-11-24,48,False
2019-12-01,39,False
2019-12-08,20,False
2019-12-15,31,False
2019-12-22,46,False
2019-12-29,100,False
2020-01-05,39,False
2020-01-12,18,False
2020-01-19,37,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,19,False
2020-02-16,38,False
2020-02-23,43,False
2020-03-01,51,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,23,False
2020-04-05,33,False
2020-04-12,24,False
2020-04-19,31,False
2020-04-26,0,True
