date,discoteche,isPartial
2018-01-07,51,False
2018-01-14,25,False
2018-01-21,34,False
2018-01-28,17,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,32,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,17,False
2018-03-18,16,False
2018-03-25,17,False
2018-04-01,0,False
2018-04-08,17,False
2018-04-15,34,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,34,False
2018-05-13,34,False
2018-05-20,17,False
2018-05-27,27,False
2018-06-03,18,False
2018-06-10,16,False
2018-06-17,16,False
2018-06-24,25,False
2018-07-01,43,False
2018-07-08,32,False
2018-07-15,17,False
2018-07-22,69,False
2018-07-29,52,False
2018-08-05,100,False
2018-08-12,60,False
2018-08-19,42,False
2018-08-26,14,False
2018-09-02,17,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,0,False
2018-09-30,50,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,34,False
2018-11-04,0,False
2018-11-11,18,False
2018-11-18,18,False
2018-11-25,0,False
2018-12-02,19,False
2018-12-09,0,False
2018-12-16,38,False
2018-12-23,29,False
2018-12-30,36,False
2019-01-06,17,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,17,False
2019-02-03,33,False
2019-02-10,17,False
2019-02-17,17,False
2019-02-24,17,False
2019-03-03,18,False
2019-03-10,17,False
2019-03-17,18,False
2019-03-24,0,False
2019-03-31,17,False
2019-04-07,17,False
2019-04-14,19,False
2019-04-21,54,False
2019-04-28,35,False
2019-05-05,17,False
2019-05-12,35,False
2019-05-19,17,False
2019-05-26,49,False
2019-06-02,18,False
2019-06-09,56,False
2019-06-16,36,False
2019-06-23,26,False
2019-06-30,18,False
2019-07-07,68,False
2019-07-14,50,False
2019-07-21,34,False
2019-07-28,32,False
2019-08-04,29,False
2019-08-11,71,False
2019-08-18,28,False
2019-08-25,41,False
2019-09-01,15,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,52,False
2019-09-29,35,False
2019-10-06,35,False
2019-10-13,18,False
2019-10-20,0,False
2019-10-27,18,False
2019-11-03,34,False
2019-11-10,17,False
2019-11-17,18,False
2019-11-24,17,False
2019-12-01,27,False
2019-12-08,27,False
2019-12-15,18,False
2019-12-22,18,False
2019-12-29,35,False
2020-01-05,34,False
2020-01-12,16,False
2020-01-19,0,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,33,False
2020-02-16,0,False
2020-02-23,30,False
2020-03-01,30,False
2020-03-08,0,False
2020-03-15,13,False
2020-03-22,12,False
2020-03-29,0,False
2020-04-05,13,False
2020-04-12,28,False
2020-04-19,19,False
2020-04-26,0,True
