date,Punto A Croce,isPartial
2018-01-07,30,False
2018-01-14,22,False
2018-01-21,28,False
2018-01-28,14,False
2018-02-04,35,False
2018-02-11,30,False
2018-02-18,22,False
2018-02-25,14,False
2018-03-04,29,False
2018-03-11,30,False
2018-03-18,0,False
2018-03-25,31,False
2018-04-01,32,False
2018-04-08,59,False
2018-04-15,24,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,60,False
2018-05-13,15,False
2018-05-20,15,False
2018-05-27,30,False
2018-06-03,30,False
2018-06-10,29,False
2018-06-17,16,False
2018-06-24,42,False
2018-07-01,16,False
2018-07-08,49,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,18,False
2018-08-05,20,False
2018-08-12,22,False
2018-08-19,31,False
2018-08-26,44,False
2018-09-02,58,False
2018-09-09,16,False
2018-09-16,40,False
2018-09-23,24,False
2018-09-30,32,False
2018-10-07,24,False
2018-10-14,33,False
2018-10-21,24,False
2018-10-28,47,False
2018-11-04,52,False
2018-11-11,15,False
2018-11-18,22,False
2018-11-25,67,False
2018-12-02,31,False
2018-12-09,23,False
2018-12-16,16,False
2018-12-23,18,False
2018-12-30,100,False
2019-01-06,15,False
2019-01-13,51,False
2019-01-20,14,False
2019-01-27,61,False
2019-02-03,14,False
2019-02-10,35,False
2019-02-17,21,False
2019-02-24,44,False
2019-03-03,15,False
2019-03-10,29,False
2019-03-17,15,False
2019-03-24,22,False
2019-03-31,28,False
2019-04-07,14,False
2019-04-14,29,False
2019-04-21,16,False
2019-04-28,15,False
2019-05-05,29,False
2019-05-12,0,False
2019-05-19,14,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,35,False
2019-06-16,29,False
2019-06-23,0,False
2019-06-30,29,False
2019-07-07,30,False
2019-07-14,37,False
2019-07-21,16,False
2019-07-28,16,False
2019-08-04,17,False
2019-08-11,19,False
2019-08-18,34,False
2019-08-25,52,False
2019-09-01,27,False
2019-09-08,21,False
2019-09-15,41,False
2019-09-22,49,False
2019-09-29,35,False
2019-10-06,14,False
2019-10-13,27,False
2019-10-20,26,False
2019-10-27,13,False
2019-11-03,13,False
2019-11-10,26,False
2019-11-17,39,False
2019-11-24,19,False
2019-12-01,20,False
2019-12-08,14,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,26,False
2020-01-12,30,False
2020-01-19,25,False
2020-01-26,18,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,12,False
2020-02-23,23,False
2020-03-01,29,False
2020-03-08,11,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,54,False
2020-04-05,45,False
2020-04-12,23,False
2020-04-19,11,False
2020-04-26,46,True
