date,Punto A Croce,isPartial
2018-01-07,42,False
2018-01-14,42,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,41,False
2018-02-11,41,False
2018-02-18,61,False
2018-02-25,40,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,39,False
2018-03-25,42,False
2018-04-01,44,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,43,False
2018-04-29,39,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,38,False
2018-06-10,0,False
2018-06-17,73,False
2018-06-24,34,False
2018-07-01,32,False
2018-07-08,49,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,50,False
2018-09-02,32,False
2018-09-09,47,False
2018-09-16,31,False
2018-09-23,70,False
2018-09-30,36,False
2018-10-07,39,False
2018-10-14,40,False
2018-10-21,62,False
2018-10-28,40,False
2018-11-04,40,False
2018-11-11,42,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,88,False
2018-12-23,48,False
2018-12-30,46,False
2019-01-06,0,False
2019-01-13,41,False
2019-01-20,38,False
2019-01-27,79,False
2019-02-03,41,False
2019-02-10,0,False
2019-02-17,42,False
2019-02-24,40,False
2019-03-03,44,False
2019-03-10,0,False
2019-03-17,84,False
2019-03-24,42,False
2019-03-31,41,False
2019-04-07,0,False
2019-04-14,83,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,40,False
2019-05-12,0,False
2019-05-19,58,False
2019-05-26,75,False
2019-06-02,39,False
2019-06-09,38,False
2019-06-16,37,False
2019-06-23,37,False
2019-06-30,37,False
2019-07-07,0,False
2019-07-14,34,False
2019-07-21,35,False
2019-07-28,34,False
2019-08-04,33,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,30,False
2019-09-01,31,False
2019-09-08,33,False
2019-09-15,34,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,37,False
2019-10-20,71,False
2019-10-27,37,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,71,False
2019-11-24,67,False
2019-12-01,69,False
2019-12-08,37,False
2019-12-15,36,False
2019-12-22,0,False
2019-12-29,38,False
2020-01-05,34,False
2020-01-12,0,False
2020-01-19,32,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,33,False
2020-02-16,33,False
2020-02-23,32,False
2020-03-01,30,False
2020-03-08,29,False
2020-03-15,29,False
2020-03-22,27,False
2020-03-29,42,False
2020-04-05,0,False
2020-04-12,30,False
2020-04-19,28,False
2020-04-26,100,True
