date,Punto A Croce,isPartial
2018-01-07,23,False
2018-01-14,70,False
2018-01-21,94,False
2018-01-28,70,False
2018-02-04,44,False
2018-02-11,67,False
2018-02-18,55,False
2018-02-25,33,False
2018-03-04,45,False
2018-03-11,23,False
2018-03-18,46,False
2018-03-25,72,False
2018-04-01,64,False
2018-04-08,48,False
2018-04-15,59,False
2018-04-22,24,False
2018-04-29,0,False
2018-05-06,35,False
2018-05-13,71,False
2018-05-20,48,False
2018-05-27,63,False
2018-06-03,0,False
2018-06-10,34,False
2018-06-17,68,False
2018-06-24,34,False
2018-07-01,0,False
2018-07-08,22,False
2018-07-15,47,False
2018-07-22,21,False
2018-07-29,31,False
2018-08-05,39,False
2018-08-12,17,False
2018-08-19,49,False
2018-08-26,20,False
2018-09-02,35,False
2018-09-09,62,False
2018-09-16,100,False
2018-09-23,36,False
2018-09-30,46,False
2018-10-07,25,False
2018-10-14,48,False
2018-10-21,24,False
2018-10-28,47,False
2018-11-04,47,False
2018-11-11,25,False
2018-11-18,98,False
2018-11-25,48,False
2018-12-02,39,False
2018-12-09,50,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,49,False
2019-01-06,96,False
2019-01-13,60,False
2019-01-20,90,False
2019-01-27,58,False
2019-02-03,23,False
2019-02-10,35,False
2019-02-17,48,False
2019-02-24,23,False
2019-03-03,37,False
2019-03-10,59,False
2019-03-17,24,False
2019-03-24,24,False
2019-03-31,0,False
2019-04-07,96,False
2019-04-14,77,False
2019-04-21,75,False
2019-04-28,24,False
2019-05-05,96,False
2019-05-12,47,False
2019-05-19,48,False
2019-05-26,68,False
2019-06-02,49,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,72,False
2019-06-30,25,False
2019-07-07,23,False
2019-07-14,34,False
2019-07-21,23,False
2019-07-28,22,False
2019-08-04,20,False
2019-08-11,59,False
2019-08-18,29,False
2019-08-25,19,False
2019-09-01,64,False
2019-09-08,36,False
2019-09-15,24,False
2019-09-22,73,False
2019-09-29,49,False
2019-10-06,49,False
2019-10-13,38,False
2019-10-20,49,False
2019-10-27,50,False
2019-11-03,24,False
2019-11-10,97,False
2019-11-17,0,False
2019-11-24,70,False
2019-12-01,74,False
2019-12-08,50,False
2019-12-15,99,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,47,False
2020-01-12,44,False
2020-01-19,45,False
2020-01-26,22,False
2020-02-02,65,False
2020-02-09,23,False
2020-02-16,56,False
2020-02-23,83,False
2020-03-01,42,False
2020-03-08,19,False
2020-03-15,72,False
2020-03-22,57,False
2020-03-29,26,False
2020-04-05,37,False
2020-04-12,58,False
2020-04-19,44,False
2020-04-26,62,True
