date,Punto A Croce,isPartial
2018-01-07,52,False
2018-01-14,51,False
2018-01-21,60,False
2018-01-28,34,False
2018-02-04,57,False
2018-02-11,26,False
2018-02-18,90,False
2018-02-25,31,False
2018-03-04,75,False
2018-03-11,26,False
2018-03-18,41,False
2018-03-25,44,False
2018-04-01,18,False
2018-04-08,61,False
2018-04-15,52,False
2018-04-22,18,False
2018-04-29,35,False
2018-05-06,17,False
2018-05-13,61,False
2018-05-20,34,False
2018-05-27,36,False
2018-06-03,35,False
2018-06-10,32,False
2018-06-17,17,False
2018-06-24,41,False
2018-07-01,51,False
2018-07-08,33,False
2018-07-15,34,False
2018-07-22,16,False
2018-07-29,16,False
2018-08-05,56,False
2018-08-12,73,False
2018-08-19,58,False
2018-08-26,30,False
2018-09-02,24,False
2018-09-09,58,False
2018-09-16,75,False
2018-09-23,34,False
2018-09-30,17,False
2018-10-07,18,False
2018-10-14,18,False
2018-10-21,52,False
2018-10-28,26,False
2018-11-04,42,False
2018-11-11,36,False
2018-11-18,34,False
2018-11-25,51,False
2018-12-02,0,False
2018-12-09,18,False
2018-12-16,27,False
2018-12-23,19,False
2018-12-30,26,False
2019-01-06,17,False
2019-01-13,100,False
2019-01-20,23,False
2019-01-27,23,False
2019-02-03,15,False
2019-02-10,38,False
2019-02-17,40,False
2019-02-24,16,False
2019-03-03,33,False
2019-03-10,71,False
2019-03-17,16,False
2019-03-24,64,False
2019-03-31,32,False
2019-04-07,24,False
2019-04-14,16,False
2019-04-21,33,False
2019-04-28,15,False
2019-05-05,16,False
2019-05-12,61,False
2019-05-19,15,False
2019-05-26,29,False
2019-06-02,32,False
2019-06-09,33,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,0,False
2019-07-07,15,False
2019-07-14,31,False
2019-07-21,24,False
2019-07-28,30,False
2019-08-04,0,False
2019-08-11,32,False
2019-08-18,38,False
2019-08-25,15,False
2019-09-01,29,False
2019-09-08,29,False
2019-09-15,36,False
2019-09-22,36,False
2019-09-29,37,False
2019-10-06,38,False
2019-10-13,15,False
2019-10-20,22,False
2019-10-27,67,False
2019-11-03,14,False
2019-11-10,51,False
2019-11-17,52,False
2019-11-24,43,False
2019-12-01,30,False
2019-12-08,23,False
2019-12-15,30,False
2019-12-22,16,False
2019-12-29,15,False
2020-01-05,51,False
2020-01-12,48,False
2020-01-19,28,False
2020-01-26,14,False
2020-02-02,48,False
2020-02-09,21,False
2020-02-16,14,False
2020-02-23,27,False
2020-03-01,20,False
2020-03-08,49,False
2020-03-15,24,False
2020-03-22,22,False
2020-03-29,28,False
2020-04-05,18,False
2020-04-12,60,False
2020-04-19,34,False
2020-04-26,30,True
