date,Punto A Croce,isPartial
2018-01-07,0,False
2018-01-14,31,False
2018-01-21,0,False
2018-01-28,31,False
2018-02-04,76,False
2018-02-11,0,False
2018-02-18,30,False
2018-02-25,44,False
2018-03-04,30,False
2018-03-11,30,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,34,False
2018-04-08,62,False
2018-04-15,0,False
2018-04-22,33,False
2018-04-29,31,False
2018-05-06,31,False
2018-05-13,31,False
2018-05-20,96,False
2018-05-27,31,False
2018-06-03,63,False
2018-06-10,93,False
2018-06-17,62,False
2018-06-24,32,False
2018-07-01,0,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,35,False
2018-08-12,0,False
2018-08-19,52,False
2018-08-26,78,False
2018-09-02,31,False
2018-09-09,31,False
2018-09-16,46,False
2018-09-23,0,False
2018-09-30,63,False
2018-10-07,0,False
2018-10-14,63,False
2018-10-21,31,False
2018-10-28,61,False
2018-11-04,30,False
2018-11-11,0,False
2018-11-18,45,False
2018-11-25,30,False
2018-12-02,32,False
2018-12-09,32,False
2018-12-16,34,False
2018-12-23,40,False
2018-12-30,75,False
2019-01-06,0,False
2019-01-13,61,False
2019-01-20,91,False
2019-01-27,0,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,31,False
2019-03-03,32,False
2019-03-10,79,False
2019-03-17,31,False
2019-03-24,0,False
2019-03-31,62,False
2019-04-07,62,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,31,False
2019-05-12,87,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,47,False
2019-06-09,0,False
2019-06-16,47,False
2019-06-23,0,False
2019-06-30,48,False
2019-07-07,44,False
2019-07-14,30,False
2019-07-21,47,False
2019-07-28,62,False
2019-08-04,33,False
2019-08-11,36,False
2019-08-18,48,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,28,False
2019-09-15,28,False
2019-09-22,28,False
2019-09-29,58,False
2019-10-06,29,False
2019-10-13,59,False
2019-10-20,0,False
2019-10-27,29,False
2019-11-03,28,False
2019-11-10,55,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,28,False
2019-12-08,43,False
2019-12-15,59,False
2019-12-22,0,False
2019-12-29,50,False
2020-01-05,0,False
2020-01-12,52,False
2020-01-19,39,False
2020-01-26,53,False
2020-02-02,52,False
2020-02-09,27,False
2020-02-16,53,False
2020-02-23,37,False
2020-03-01,49,False
2020-03-08,24,False
2020-03-15,24,False
2020-03-22,33,False
2020-03-29,34,False
2020-04-05,61,False
2020-04-12,36,False
2020-04-19,35,False
2020-04-26,100,True
