date,Punto A Croce,isPartial
2018-01-07,27,False
2018-01-14,51,False
2018-01-21,26,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,50,False
2018-02-18,37,False
2018-02-25,24,False
2018-03-04,49,False
2018-03-11,0,False
2018-03-18,38,False
2018-03-25,26,False
2018-04-01,0,False
2018-04-08,100,False
2018-04-15,26,False
2018-04-22,26,False
2018-04-29,49,False
2018-05-06,0,False
2018-05-13,51,False
2018-05-20,38,False
2018-05-27,0,False
2018-06-03,25,False
2018-06-10,36,False
2018-06-17,49,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,25,False
2018-08-05,26,False
2018-08-12,53,False
2018-08-19,26,False
2018-08-26,49,False
2018-09-02,61,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,25,False
2018-11-04,75,False
2018-11-11,52,False
2018-11-18,50,False
2018-11-25,63,False
2018-12-02,64,False
2018-12-09,26,False
2018-12-16,0,False
2018-12-23,94,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,38,False
2019-01-20,24,False
2019-01-27,36,False
2019-02-03,61,False
2019-02-10,25,False
2019-02-17,51,False
2019-02-24,25,False
2019-03-03,77,False
2019-03-10,50,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,0,False
2019-04-07,38,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,0,False
2019-05-05,60,False
2019-05-12,48,False
2019-05-19,24,False
2019-05-26,45,False
2019-06-02,25,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,52,False
2019-06-30,25,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,37,False
2019-07-28,51,False
2019-08-04,52,False
2019-08-11,68,False
2019-08-18,25,False
2019-08-25,24,False
2019-09-01,34,False
2019-09-08,35,False
2019-09-15,0,False
2019-09-22,23,False
2019-09-29,68,False
2019-10-06,47,False
2019-10-13,24,False
2019-10-20,45,False
2019-10-27,22,False
2019-11-03,44,False
2019-11-10,68,False
2019-11-17,44,False
2019-11-24,68,False
2019-12-01,23,False
2019-12-08,46,False
2019-12-15,47,False
2019-12-22,57,False
2019-12-29,0,False
2020-01-05,24,False
2020-01-12,43,False
2020-01-19,23,False
2020-01-26,87,False
2020-02-02,0,False
2020-02-09,34,False
2020-02-16,44,False
2020-02-23,0,False
2020-03-01,62,False
2020-03-08,48,False
2020-03-15,20,False
2020-03-22,27,False
2020-03-29,28,False
2020-04-05,39,False
2020-04-12,49,False
2020-04-19,37,False
2020-04-26,65,True
