date,Punto A Croce,isPartial
2018-01-07,36,False
2018-01-14,72,False
2018-01-21,61,False
2018-01-28,36,False
2018-02-04,72,False
2018-02-11,26,False
2018-02-18,61,False
2018-02-25,35,False
2018-03-04,86,False
2018-03-11,12,False
2018-03-18,49,False
2018-03-25,0,False
2018-04-01,41,False
2018-04-08,52,False
2018-04-15,51,False
2018-04-22,66,False
2018-04-29,38,False
2018-05-06,24,False
2018-05-13,52,False
2018-05-20,76,False
2018-05-27,52,False
2018-06-03,52,False
2018-06-10,36,False
2018-06-17,49,False
2018-06-24,64,False
2018-07-01,50,False
2018-07-08,38,False
2018-07-15,66,False
2018-07-22,26,False
2018-07-29,26,False
2018-08-05,69,False
2018-08-12,30,False
2018-08-19,75,False
2018-08-26,68,False
2018-09-02,51,False
2018-09-09,50,False
2018-09-16,96,False
2018-09-23,61,False
2018-09-30,0,False
2018-10-07,13,False
2018-10-14,39,False
2018-10-21,63,False
2018-10-28,50,False
2018-11-04,100,False
2018-11-11,67,False
2018-11-18,78,False
2018-11-25,52,False
2018-12-02,54,False
2018-12-09,40,False
2018-12-16,67,False
2018-12-23,0,False
2018-12-30,66,False
2019-01-06,50,False
2019-01-13,49,False
2019-01-20,70,False
2019-01-27,48,False
2019-02-03,71,False
2019-02-10,24,False
2019-02-17,48,False
2019-02-24,49,False
2019-03-03,63,False
2019-03-10,36,False
2019-03-17,51,False
2019-03-24,77,False
2019-03-31,49,False
2019-04-07,38,False
2019-04-14,26,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,36,False
2019-05-12,49,False
2019-05-19,12,False
2019-05-26,46,False
2019-06-02,25,False
2019-06-09,26,False
2019-06-16,13,False
2019-06-23,27,False
2019-06-30,95,False
2019-07-07,13,False
2019-07-14,0,False
2019-07-21,40,False
2019-07-28,54,False
2019-08-04,42,False
2019-08-11,0,False
2019-08-18,57,False
2019-08-25,25,False
2019-09-01,47,False
2019-09-08,36,False
2019-09-15,0,False
2019-09-22,57,False
2019-09-29,34,False
2019-10-06,0,False
2019-10-13,36,False
2019-10-20,58,False
2019-10-27,56,False
2019-11-03,54,False
2019-11-10,11,False
2019-11-17,34,False
2019-11-24,46,False
2019-12-01,36,False
2019-12-08,12,False
2019-12-15,60,False
2019-12-22,26,False
2019-12-29,37,False
2020-01-05,46,False
2020-01-12,33,False
2020-01-19,23,False
2020-01-26,11,False
2020-02-02,32,False
2020-02-09,22,False
2020-02-16,34,False
2020-02-23,0,False
2020-03-01,31,False
2020-03-08,50,False
2020-03-15,39,False
2020-03-22,54,False
2020-03-29,56,False
2020-04-05,49,False
2020-04-12,29,False
2020-04-19,27,False
2020-04-26,47,True
