date,modista,isPartial
2018-01-07,30,False
2018-01-14,30,False
2018-01-21,0,False
2018-01-28,29,False
2018-02-04,44,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,58,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,43,False
2018-03-25,44,False
2018-04-01,60,False
2018-04-08,0,False
2018-04-15,30,False
2018-04-22,45,False
2018-04-29,0,False
2018-05-06,73,False
2018-05-13,44,False
2018-05-20,0,False
2018-05-27,43,False
2018-06-03,29,False
2018-06-10,28,False
2018-06-17,31,False
2018-06-24,32,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,31,False
2018-07-22,32,False
2018-07-29,47,False
2018-08-05,0,False
2018-08-12,28,False
2018-08-19,27,False
2018-08-26,27,False
2018-09-02,29,False
2018-09-09,31,False
2018-09-16,31,False
2018-09-23,0,False
2018-09-30,30,False
2018-10-07,30,False
2018-10-14,0,False
2018-10-21,30,False
2018-10-28,30,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,44,False
2018-12-09,56,False
2018-12-16,87,False
2018-12-23,31,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,56,False
2019-01-20,40,False
2019-01-27,28,False
2019-02-03,58,False
2019-02-10,57,False
2019-02-17,29,False
2019-02-24,28,False
2019-03-03,56,False
2019-03-10,0,False
2019-03-17,57,False
2019-03-24,29,False
2019-03-31,41,False
2019-04-07,28,False
2019-04-14,27,False
2019-04-21,27,False
2019-04-28,41,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,28,False
2019-06-16,28,False
2019-06-23,57,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,29,False
2019-07-21,28,False
2019-07-28,70,False
2019-08-04,26,False
2019-08-11,51,False
2019-08-18,25,False
2019-08-25,25,False
2019-09-01,26,False
2019-09-08,27,False
2019-09-15,63,False
2019-09-22,26,False
2019-09-29,39,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,37,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,36,False
2019-11-17,49,False
2019-11-24,35,False
2019-12-01,25,False
2019-12-08,26,False
2019-12-15,25,False
2019-12-22,75,False
2019-12-29,50,False
2020-01-05,100,False
2020-01-12,34,False
2020-01-19,23,False
2020-01-26,47,False
2020-02-02,60,False
2020-02-09,47,False
2020-02-16,24,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,44,False
2020-03-15,31,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,35,True
