date,modista,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,37,False
2018-02-11,0,False
2018-02-18,63,False
2018-02-25,48,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,50,False
2018-03-25,52,False
2018-04-01,36,False
2018-04-08,0,False
2018-04-15,49,False
2018-04-22,36,False
2018-04-29,49,False
2018-05-06,24,False
2018-05-13,51,False
2018-05-20,49,False
2018-05-27,60,False
2018-06-03,0,False
2018-06-10,46,False
2018-06-17,26,False
2018-06-24,24,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,24,False
2018-07-22,0,False
2018-07-29,24,False
2018-08-05,23,False
2018-08-12,72,False
2018-08-19,0,False
2018-08-26,36,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,48,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,91,False
2018-11-11,49,False
2018-11-18,23,False
2018-11-25,0,False
2018-12-02,25,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,27,False
2018-12-30,27,False
2019-01-06,49,False
2019-01-13,23,False
2019-01-20,22,False
2019-01-27,34,False
2019-02-03,47,False
2019-02-10,24,False
2019-02-17,95,False
2019-02-24,24,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,35,False
2019-04-07,23,False
2019-04-14,0,False
2019-04-21,23,False
2019-04-28,71,False
2019-05-05,0,False
2019-05-12,24,False
2019-05-19,23,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,23,False
2019-06-16,67,False
2019-06-23,23,False
2019-06-30,46,False
2019-07-07,82,False
2019-07-14,35,False
2019-07-21,0,False
2019-07-28,47,False
2019-08-04,64,False
2019-08-11,22,False
2019-08-18,55,False
2019-08-25,66,False
2019-09-01,22,False
2019-09-08,0,False
2019-09-15,22,False
2019-09-22,33,False
2019-09-29,33,False
2019-10-06,33,False
2019-10-13,0,False
2019-10-20,21,False
2019-10-27,21,False
2019-11-03,31,False
2019-11-10,0,False
2019-11-17,64,False
2019-11-24,20,False
2019-12-01,22,False
2019-12-08,32,False
2019-12-15,31,False
2019-12-22,45,False
2019-12-29,46,False
2020-01-05,21,False
2020-01-12,59,False
2020-01-19,21,False
2020-01-26,20,False
2020-02-02,30,False
2020-02-09,100,False
2020-02-16,41,False
2020-02-23,41,False
2020-03-01,19,False
2020-03-08,19,False
2020-03-15,18,False
2020-03-22,18,False
2020-03-29,26,False
2020-04-05,18,False
2020-04-12,0,True
