date,modista,isPartial
2018-01-07,33,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,64,False
2018-03-04,32,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,35,False
2018-04-01,33,False
2018-04-08,31,False
2018-04-15,33,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,32,False
2018-05-27,0,False
2018-06-03,63,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,35,False
2018-07-01,36,False
2018-07-08,0,False
2018-07-15,37,False
2018-07-22,37,False
2018-07-29,37,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,100,False
2018-09-16,33,False
2018-09-23,65,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,63,False
2018-10-21,33,False
2018-10-28,0,False
2018-11-04,31,False
2018-11-11,64,False
2018-11-18,62,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,70,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,62,False
2019-02-10,32,False
2019-02-17,64,False
2019-02-24,0,False
2019-03-03,65,False
2019-03-10,0,False
2019-03-17,99,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,67,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,32,False
2019-05-12,0,False
2019-05-19,64,False
2019-05-26,31,False
2019-06-02,60,False
2019-06-09,61,False
2019-06-16,33,False
2019-06-23,34,False
2019-06-30,53,False
2019-07-07,34,False
2019-07-14,35,False
2019-07-21,36,False
2019-07-28,0,False
2019-08-04,72,False
2019-08-11,36,False
2019-08-18,100,False
2019-08-25,32,False
2019-09-01,62,False
2019-09-08,0,False
2019-09-15,31,False
2019-09-22,32,False
2019-09-29,31,False
2019-10-06,0,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,60,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,42,False
2019-12-01,0,False
2019-12-08,30,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,31,False
2020-01-05,29,False
2020-01-12,0,False
2020-01-19,26,False
2020-01-26,0,False
2020-02-02,28,False
2020-02-09,28,False
2020-02-16,28,False
2020-02-23,0,False
2020-03-01,26,False
2020-03-08,0,False
2020-03-15,24,False
2020-03-22,23,False
2020-03-29,34,False
2020-04-05,0,False
2020-04-12,0,True
