date,parrucchiere uomo,isPartial
2018-01-07,26,False
2018-01-14,34,False
2018-01-21,16,False
2018-01-28,0,False
2018-02-04,47,False
2018-02-11,42,False
2018-02-18,25,False
2018-02-25,0,False
2018-03-04,16,False
2018-03-11,50,False
2018-03-18,17,False
2018-03-25,70,False
2018-04-01,0,False
2018-04-08,50,False
2018-04-15,27,False
2018-04-22,18,False
2018-04-29,52,False
2018-05-06,43,False
2018-05-13,34,False
2018-05-20,35,False
2018-05-27,34,False
2018-06-03,0,False
2018-06-10,34,False
2018-06-17,28,False
2018-06-24,29,False
2018-07-01,38,False
2018-07-08,28,False
2018-07-15,29,False
2018-07-22,20,False
2018-07-29,0,False
2018-08-05,34,False
2018-08-12,38,False
2018-08-19,23,False
2018-08-26,50,False
2018-09-02,28,False
2018-09-09,19,False
2018-09-16,18,False
2018-09-23,55,False
2018-09-30,37,False
2018-10-07,28,False
2018-10-14,37,False
2018-10-21,36,False
2018-10-28,36,False
2018-11-04,17,False
2018-11-11,17,False
2018-11-18,33,False
2018-11-25,17,False
2018-12-02,17,False
2018-12-09,26,False
2018-12-16,37,False
2018-12-23,83,False
2018-12-30,57,False
2019-01-06,51,False
2019-01-13,17,False
2019-01-20,16,False
2019-01-27,39,False
2019-02-03,32,False
2019-02-10,24,False
2019-02-17,40,False
2019-02-24,100,False
2019-03-03,43,False
2019-03-10,25,False
2019-03-17,34,False
2019-03-24,25,False
2019-03-31,32,False
2019-04-07,24,False
2019-04-14,84,False
2019-04-21,28,False
2019-04-28,35,False
2019-05-05,50,False
2019-05-12,33,False
2019-05-19,32,False
2019-05-26,47,False
2019-06-02,16,False
2019-06-09,56,False
2019-06-16,0,False
2019-06-23,51,False
2019-06-30,0,False
2019-07-07,34,False
2019-07-14,0,False
2019-07-21,36,False
2019-07-28,18,False
2019-08-04,19,False
2019-08-11,65,False
2019-08-18,39,False
2019-08-25,52,False
2019-09-01,23,False
2019-09-08,33,False
2019-09-15,39,False
2019-09-22,16,False
2019-09-29,71,False
2019-10-06,48,False
2019-10-13,24,False
2019-10-20,15,False
2019-10-27,23,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,22,False
2019-11-24,29,False
2019-12-01,15,False
2019-12-08,39,False
2019-12-15,23,False
2019-12-22,26,False
2019-12-29,42,False
2020-01-05,15,False
2020-01-12,42,False
2020-01-19,21,False
2020-01-26,35,False
2020-02-02,14,False
2020-02-09,50,False
2020-02-16,35,False
2020-02-23,26,False
2020-03-01,26,False
2020-03-08,12,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
