date,parrucchiere uomo,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,0,False
2018-01-28,40,False
2018-02-04,40,False
2018-02-11,0,False
2018-02-18,39,False
2018-02-25,38,False
2018-03-04,59,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,21,False
2018-04-01,21,False
2018-04-08,0,False
2018-04-15,82,False
2018-04-22,0,False
2018-04-29,40,False
2018-05-06,58,False
2018-05-13,41,False
2018-05-20,20,False
2018-05-27,0,False
2018-06-03,20,False
2018-06-10,0,False
2018-06-17,20,False
2018-06-24,0,False
2018-07-01,58,False
2018-07-08,0,False
2018-07-15,20,False
2018-07-22,59,False
2018-07-29,81,False
2018-08-05,42,False
2018-08-12,43,False
2018-08-19,42,False
2018-08-26,20,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,19,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,60,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,22,False
2018-12-23,100,False
2018-12-30,69,False
2019-01-06,43,False
2019-01-13,20,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,59,False
2019-02-10,0,False
2019-02-17,41,False
2019-02-24,82,False
2019-03-03,21,False
2019-03-10,20,False
2019-03-17,0,False
2019-03-24,21,False
2019-03-31,0,False
2019-04-07,20,False
2019-04-14,21,False
2019-04-21,61,False
2019-04-28,39,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,38,False
2019-05-26,36,False
2019-06-02,20,False
2019-06-09,58,False
2019-06-16,42,False
2019-06-23,21,False
2019-06-30,60,False
2019-07-07,0,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,20,False
2019-08-04,0,False
2019-08-11,66,False
2019-08-18,20,False
2019-08-25,38,False
2019-09-01,0,False
2019-09-08,38,False
2019-09-15,19,False
2019-09-22,54,False
2019-09-29,55,False
2019-10-06,0,False
2019-10-13,19,False
2019-10-20,36,False
2019-10-27,36,False
2019-11-03,18,False
2019-11-10,36,False
2019-11-17,0,False
2019-11-24,36,False
2019-12-01,37,False
2019-12-08,37,False
2019-12-15,0,False
2019-12-22,46,False
2019-12-29,0,False
2020-01-05,57,False
2020-01-12,35,False
2020-01-19,18,False
2020-01-26,0,False
2020-02-02,17,False
2020-02-09,18,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,26,True
