date,Coach sportif,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,33,False
2018-01-28,67,False
2018-02-04,0,False
2018-02-11,33,False
2018-02-18,33,False
2018-02-25,0,False
2018-03-04,34,False
2018-03-11,34,False
2018-03-18,68,False
2018-03-25,51,False
2018-04-01,33,False
2018-04-08,78,False
2018-04-15,35,False
2018-04-22,0,False
2018-04-29,34,False
2018-05-06,70,False
2018-05-13,52,False
2018-05-20,34,False
2018-05-27,33,False
2018-06-03,66,False
2018-06-10,32,False
2018-06-17,34,False
2018-06-24,34,False
2018-07-01,66,False
2018-07-08,0,False
2018-07-15,53,False
2018-07-22,70,False
2018-07-29,0,False
2018-08-05,33,False
2018-08-12,33,False
2018-08-19,67,False
2018-08-26,56,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,50,False
2018-09-23,69,False
2018-09-30,34,False
2018-10-07,0,False
2018-10-14,35,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,66,False
2018-11-11,34,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,50,False
2018-12-09,35,False
2018-12-16,0,False
2018-12-23,36,False
2018-12-30,35,False
2019-01-06,100,False
2019-01-13,33,False
2019-01-20,0,False
2019-01-27,32,False
2019-02-03,34,False
2019-02-10,0,False
2019-02-17,36,False
2019-02-24,33,False
2019-03-03,32,False
2019-03-10,51,False
2019-03-17,35,False
2019-03-24,35,False
2019-03-31,0,False
2019-04-07,36,False
2019-04-14,52,False
2019-04-21,64,False
2019-04-28,64,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,67,False
2019-05-26,48,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,50,False
2019-06-23,49,False
2019-06-30,33,False
2019-07-07,81,False
2019-07-14,65,False
2019-07-21,32,False
2019-07-28,33,False
2019-08-04,32,False
2019-08-11,30,False
2019-08-18,33,False
2019-08-25,31,False
2019-09-01,31,False
2019-09-08,31,False
2019-09-15,32,False
2019-09-22,30,False
2019-09-29,46,False
2019-10-06,31,False
2019-10-13,31,False
2019-10-20,50,False
2019-10-27,29,False
2019-11-03,45,False
2019-11-10,29,False
2019-11-17,0,False
2019-11-24,58,False
2019-12-01,30,False
2019-12-08,30,False
2019-12-15,30,False
2019-12-22,62,False
2019-12-29,46,False
2020-01-05,29,False
2020-01-12,48,False
2020-01-19,30,False
2020-01-26,29,False
2020-02-02,43,False
2020-02-09,70,False
2020-02-16,29,False
2020-02-23,43,False
2020-03-01,56,False
2020-03-08,27,False
2020-03-15,24,False
2020-03-22,35,False
2020-03-29,23,False
2020-04-05,36,False
2020-04-12,24,False
2020-04-19,25,False
2020-04-26,22,False
2020-05-03,23,False
2020-05-10,25,False
2020-05-17,27,False
2020-05-24,43,False
2020-05-31,50,False
2020-06-07,25,False
2020-06-14,25,False
2020-06-21,98,True
