date,Coach sportif,isPartial
2018-01-07,31,False
2018-01-14,31,False
2018-01-21,0,False
2018-01-28,21,False
2018-02-04,20,False
2018-02-11,21,False
2018-02-18,33,False
2018-02-25,20,False
2018-03-04,61,False
2018-03-11,21,False
2018-03-18,21,False
2018-03-25,42,False
2018-04-01,36,False
2018-04-08,32,False
2018-04-15,46,False
2018-04-22,41,False
2018-04-29,22,False
2018-05-06,21,False
2018-05-13,21,False
2018-05-20,23,False
2018-05-27,32,False
2018-06-03,22,False
2018-06-10,44,False
2018-06-17,50,False
2018-06-24,24,False
2018-07-01,0,False
2018-07-08,24,False
2018-07-15,24,False
2018-07-22,71,False
2018-07-29,35,False
2018-08-05,22,False
2018-08-12,23,False
2018-08-19,23,False
2018-08-26,35,False
2018-09-02,36,False
2018-09-09,36,False
2018-09-16,24,False
2018-09-23,37,False
2018-09-30,25,False
2018-10-07,24,False
2018-10-14,100,False
2018-10-21,41,False
2018-10-28,24,False
2018-11-04,23,False
2018-11-11,24,False
2018-11-18,58,False
2018-11-25,23,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,24,False
2018-12-23,26,False
2018-12-30,34,False
2019-01-06,24,False
2019-01-13,47,False
2019-01-20,23,False
2019-01-27,68,False
2019-02-03,46,False
2019-02-10,48,False
2019-02-17,25,False
2019-02-24,25,False
2019-03-03,23,False
2019-03-10,31,False
2019-03-17,86,False
2019-03-24,24,False
2019-03-31,54,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,31,False
2019-04-28,34,False
2019-05-05,23,False
2019-05-12,24,False
2019-05-19,35,False
2019-05-26,47,False
2019-06-02,33,False
2019-06-09,53,False
2019-06-16,58,False
2019-06-23,23,False
2019-06-30,23,False
2019-07-07,44,False
2019-07-14,67,False
2019-07-21,22,False
2019-07-28,67,False
2019-08-04,21,False
2019-08-11,30,False
2019-08-18,21,False
2019-08-25,35,False
2019-09-01,27,False
2019-09-08,31,False
2019-09-15,22,False
2019-09-22,42,False
2019-09-29,43,False
2019-10-06,0,False
2019-10-13,42,False
2019-10-20,28,False
2019-10-27,48,False
2019-11-03,21,False
2019-11-10,52,False
2019-11-17,35,False
2019-11-24,20,False
2019-12-01,56,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,46,False
2019-12-29,37,False
2020-01-05,54,False
2020-01-12,60,False
2020-01-19,21,False
2020-01-26,47,False
2020-02-02,31,False
2020-02-09,30,False
2020-02-16,20,False
2020-02-23,30,False
2020-03-01,26,False
2020-03-08,32,False
2020-03-15,35,False
2020-03-22,33,False
2020-03-29,28,False
2020-04-05,25,False
2020-04-12,34,False
2020-04-19,23,False
2020-04-26,24,False
2020-05-03,66,False
2020-05-10,18,False
2020-05-17,20,False
2020-05-24,19,False
2020-05-31,18,False
2020-06-07,29,False
2020-06-14,24,False
2020-06-21,0,True
