date,Coach sportif,isPartial
2018-01-07,0,False
2018-01-14,29,False
2018-01-21,44,False
2018-01-28,90,False
2018-02-04,61,False
2018-02-11,31,False
2018-02-18,30,False
2018-02-25,29,False
2018-03-04,29,False
2018-03-11,60,False
2018-03-18,46,False
2018-03-25,62,False
2018-04-01,32,False
2018-04-08,0,False
2018-04-15,53,False
2018-04-22,0,False
2018-04-29,62,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,32,False
2018-05-27,47,False
2018-06-03,0,False
2018-06-10,47,False
2018-06-17,65,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,33,False
2018-07-15,34,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,35,False
2018-08-12,0,False
2018-08-19,34,False
2018-08-26,33,False
2018-09-02,67,False
2018-09-09,33,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,33,False
2018-10-14,34,False
2018-10-21,34,False
2018-10-28,0,False
2018-11-04,31,False
2018-11-11,58,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,100,False
2018-12-30,33,False
2019-01-06,46,False
2019-01-13,0,False
2019-01-20,30,False
2019-01-27,0,False
2019-02-03,31,False
2019-02-10,31,False
2019-02-17,0,False
2019-02-24,63,False
2019-03-03,0,False
2019-03-10,31,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,31,False
2019-04-07,31,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,60,False
2019-05-05,0,False
2019-05-12,32,False
2019-05-19,31,False
2019-05-26,32,False
2019-06-02,0,False
2019-06-09,29,False
2019-06-16,63,False
2019-06-23,0,False
2019-06-30,31,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,33,False
2019-07-28,34,False
2019-08-04,0,False
2019-08-11,33,False
2019-08-18,33,False
2019-08-25,31,False
2019-09-01,30,False
2019-09-08,31,False
2019-09-15,62,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,30,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,0,False
2019-11-03,28,False
2019-11-10,28,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,28,False
2019-12-22,28,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,53,False
2020-01-19,27,False
2020-01-26,26,False
2020-02-02,27,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,51,False
2020-03-01,52,False
2020-03-08,0,False
2020-03-15,23,False
2020-03-22,43,False
2020-03-29,22,False
2020-04-05,33,False
2020-04-12,90,False
2020-04-19,23,False
2020-04-26,0,False
2020-05-03,43,False
2020-05-10,45,False
2020-05-17,37,False
2020-05-24,24,False
2020-05-31,23,False
2020-06-07,46,False
2020-06-14,49,False
2020-06-21,0,True
