date,Coach sportif,isPartial
2018-01-07,19,False
2018-01-14,38,False
2018-01-21,19,False
2018-01-28,20,False
2018-02-04,19,False
2018-02-11,30,False
2018-02-18,20,False
2018-02-25,38,False
2018-03-04,58,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,20,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,23,False
2018-04-22,20,False
2018-04-29,40,False
2018-05-06,21,False
2018-05-13,20,False
2018-05-20,43,False
2018-05-27,100,False
2018-06-03,0,False
2018-06-10,26,False
2018-06-17,22,False
2018-06-24,32,False
2018-07-01,21,False
2018-07-08,22,False
2018-07-15,22,False
2018-07-22,43,False
2018-07-29,0,False
2018-08-05,22,False
2018-08-12,22,False
2018-08-19,22,False
2018-08-26,43,False
2018-09-02,21,False
2018-09-09,0,False
2018-09-16,31,False
2018-09-23,21,False
2018-09-30,21,False
2018-10-07,21,False
2018-10-14,43,False
2018-10-21,0,False
2018-10-28,30,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,20,False
2018-11-25,40,False
2018-12-02,30,False
2018-12-09,21,False
2018-12-16,21,False
2018-12-23,22,False
2018-12-30,21,False
2019-01-06,20,False
2019-01-13,20,False
2019-01-20,75,False
2019-01-27,19,False
2019-02-03,20,False
2019-02-10,59,False
2019-02-17,21,False
2019-02-24,20,False
2019-03-03,19,False
2019-03-10,20,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,20,False
2019-04-07,41,False
2019-04-14,21,False
2019-04-21,21,False
2019-04-28,0,False
2019-05-05,39,False
2019-05-12,40,False
2019-05-19,40,False
2019-05-26,41,False
2019-06-02,39,False
2019-06-09,19,False
2019-06-16,0,False
2019-06-23,20,False
2019-06-30,20,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,30,False
2019-07-28,21,False
2019-08-04,41,False
2019-08-11,20,False
2019-08-18,41,False
2019-08-25,40,False
2019-09-01,39,False
2019-09-08,20,False
2019-09-15,48,False
2019-09-22,19,False
2019-09-29,56,False
2019-10-06,28,False
2019-10-13,0,False
2019-10-20,18,False
2019-10-27,36,False
2019-11-03,27,False
2019-11-10,24,False
2019-11-17,0,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,18,False
2020-01-05,17,False
2020-01-12,50,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,0,False
2020-02-16,50,False
2020-02-23,16,False
2020-03-01,32,False
2020-03-08,16,False
2020-03-15,29,False
2020-03-22,27,False
2020-03-29,18,False
2020-04-05,14,False
2020-04-12,14,False
2020-04-19,21,False
2020-04-26,18,False
2020-05-03,28,False
2020-05-10,14,False
2020-05-17,40,False
2020-05-24,16,False
2020-05-31,15,False
2020-06-07,15,False
2020-06-14,16,False
2020-06-21,0,True
