date,Coach sportif,isPartial
2018-01-07,68,False
2018-01-14,44,False
2018-01-21,44,False
2018-01-28,91,False
2018-02-04,44,False
2018-02-11,45,False
2018-02-18,61,False
2018-02-25,93,False
2018-03-04,46,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,47,False
2018-04-01,0,False
2018-04-08,96,False
2018-04-15,50,False
2018-04-22,49,False
2018-04-29,100,False
2018-05-06,49,False
2018-05-13,47,False
2018-05-20,49,False
2018-05-27,70,False
2018-06-03,48,False
2018-06-10,45,False
2018-06-17,0,False
2018-06-24,48,False
2018-07-01,47,False
2018-07-08,0,False
2018-07-15,52,False
2018-07-22,52,False
2018-07-29,52,False
2018-08-05,0,False
2018-08-12,93,False
2018-08-19,53,False
2018-08-26,100,False
2018-09-02,50,False
2018-09-09,50,False
2018-09-16,49,False
2018-09-23,0,False
2018-09-30,49,False
2018-10-07,49,False
2018-10-14,50,False
2018-10-21,99,False
2018-10-28,48,False
2018-11-04,46,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,48,False
2018-12-02,47,False
2018-12-09,48,False
2018-12-16,48,False
2018-12-23,0,False
2018-12-30,75,False
2019-01-06,46,False
2019-01-13,46,False
2019-01-20,0,False
2019-01-27,89,False
2019-02-03,46,False
2019-02-10,98,False
2019-02-17,66,False
2019-02-24,93,False
2019-03-03,45,False
2019-03-10,69,False
2019-03-17,0,False
2019-03-24,48,False
2019-03-31,47,False
2019-04-07,49,False
2019-04-14,74,False
2019-04-21,92,False
2019-04-28,45,False
2019-05-05,67,False
2019-05-12,95,False
2019-05-19,92,False
2019-05-26,47,False
2019-06-02,44,False
2019-06-09,45,False
2019-06-16,48,False
2019-06-23,0,False
2019-06-30,77,False
2019-07-07,95,False
2019-07-14,98,False
2019-07-21,50,False
2019-07-28,51,False
2019-08-04,53,False
2019-08-11,52,False
2019-08-18,85,False
2019-08-25,46,False
2019-09-01,45,False
2019-09-08,0,False
2019-09-15,45,False
2019-09-22,43,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,86,False
2019-10-20,43,False
2019-10-27,84,False
2019-11-03,41,False
2019-11-10,83,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,41,False
2019-12-08,41,False
2019-12-15,68,False
2019-12-22,44,False
2019-12-29,66,False
2020-01-05,79,False
2020-01-12,78,False
2020-01-19,0,False
2020-01-26,79,False
2020-02-02,39,False
2020-02-09,40,False
2020-02-16,81,False
2020-02-23,78,False
2020-03-01,76,False
2020-03-08,57,False
2020-03-15,46,False
2020-03-22,49,False
2020-03-29,33,False
2020-04-05,33,False
2020-04-12,35,False
2020-04-19,35,False
2020-04-26,32,False
2020-05-03,64,False
2020-05-10,0,False
2020-05-17,0,False
2020-05-24,36,False
2020-05-31,0,False
2020-06-07,52,False
2020-06-14,91,False
2020-06-21,0,True
