date,Fassadenplatten,isPartial
2018-01-07,0,False
2018-01-14,26,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,26,False
2018-02-18,78,False
2018-02-25,51,False
2018-03-04,51,False
2018-03-11,0,False
2018-03-18,66,False
2018-03-25,0,False
2018-04-01,27,False
2018-04-08,40,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,27,False
2018-05-06,68,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,51,False
2018-06-03,26,False
2018-06-10,0,False
2018-06-17,38,False
2018-06-24,52,False
2018-07-01,0,False
2018-07-08,55,False
2018-07-15,43,False
2018-07-22,27,False
2018-07-29,26,False
2018-08-05,0,False
2018-08-12,25,False
2018-08-19,49,False
2018-08-26,26,False
2018-09-02,51,False
2018-09-09,0,False
2018-09-16,52,False
2018-09-23,39,False
2018-09-30,27,False
2018-10-07,54,False
2018-10-14,26,False
2018-10-21,50,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,51,False
2018-11-18,25,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,77,False
2018-12-16,26,False
2018-12-23,43,False
2018-12-30,40,False
2019-01-06,72,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,49,False
2019-02-03,48,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,48,False
2019-03-17,25,False
2019-03-24,50,False
2019-03-31,100,False
2019-04-07,39,False
2019-04-14,55,False
2019-04-21,26,False
2019-04-28,49,False
2019-05-05,0,False
2019-05-12,50,False
2019-05-19,49,False
2019-05-26,37,False
2019-06-02,0,False
2019-06-09,24,False
2019-06-16,49,False
2019-06-23,50,False
2019-06-30,24,False
2019-07-07,25,False
2019-07-14,52,False
2019-07-21,27,False
2019-07-28,77,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,36,False
2019-08-25,35,False
2019-09-01,35,False
2019-09-08,47,False
2019-09-15,24,False
2019-09-22,59,False
2019-09-29,72,False
2019-10-06,24,False
2019-10-13,35,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,45,False
2019-11-17,46,False
2019-11-24,44,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,37,False
2019-12-29,23,False
2020-01-05,43,False
2020-01-12,42,False
2020-01-19,43,False
2020-01-26,22,False
2020-02-02,0,False
2020-02-09,42,False
2020-02-16,43,False
2020-02-23,22,False
2020-03-01,43,False
2020-03-08,60,False
2020-03-15,0,False
2020-03-22,20,False
2020-03-29,20,False
2020-04-05,22,False
2020-04-12,21,False
2020-04-19,30,False
2020-04-26,19,False
2020-05-03,0,False
2020-05-10,29,False
