date,Fassadenplatten,isPartial
2018-01-07,26,False
2018-01-14,42,False
2018-01-21,43,False
2018-01-28,51,False
2018-02-04,53,False
2018-02-11,26,False
2018-02-18,52,False
2018-02-25,39,False
2018-03-04,26,False
2018-03-11,43,False
2018-03-18,52,False
2018-03-25,37,False
2018-04-01,41,False
2018-04-08,39,False
2018-04-15,54,False
2018-04-22,38,False
2018-04-29,45,False
2018-05-06,81,False
2018-05-13,26,False
2018-05-20,55,False
2018-05-27,39,False
2018-06-03,69,False
2018-06-10,33,False
2018-06-17,25,False
2018-06-24,35,False
2018-07-01,26,False
2018-07-08,50,False
2018-07-15,54,False
2018-07-22,40,False
2018-07-29,46,False
2018-08-05,46,False
2018-08-12,54,False
2018-08-19,45,False
2018-08-26,39,False
2018-09-02,26,False
2018-09-09,66,False
2018-09-16,26,False
2018-09-23,62,False
2018-09-30,27,False
2018-10-07,40,False
2018-10-14,54,False
2018-10-21,0,False
2018-10-28,26,False
2018-11-04,50,False
2018-11-11,51,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,50,False
2018-12-09,0,False
2018-12-16,26,False
2018-12-23,29,False
2018-12-30,40,False
2019-01-06,24,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,39,False
2019-02-03,48,False
2019-02-10,49,False
2019-02-17,33,False
2019-02-24,25,False
2019-03-03,49,False
2019-03-10,47,False
2019-03-17,50,False
2019-03-24,100,False
2019-03-31,49,False
2019-04-07,75,False
2019-04-14,36,False
2019-04-21,35,False
2019-04-28,50,False
2019-05-05,32,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,50,False
2019-06-02,41,False
2019-06-09,50,False
2019-06-16,42,False
2019-06-23,25,False
2019-06-30,25,False
2019-07-07,24,False
2019-07-14,65,False
2019-07-21,84,False
2019-07-28,54,False
2019-08-04,27,False
2019-08-11,95,False
2019-08-18,60,False
2019-08-25,75,False
2019-09-01,86,False
2019-09-08,50,False
2019-09-15,42,False
2019-09-22,48,False
2019-09-29,41,False
2019-10-06,40,False
2019-10-13,48,False
2019-10-20,73,False
2019-10-27,48,False
2019-11-03,76,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,34,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,40,False
2019-12-29,25,False
2020-01-05,22,False
2020-01-12,50,False
2020-01-19,0,False
2020-01-26,22,False
2020-02-02,75,False
2020-02-09,49,False
2020-02-16,37,False
2020-02-23,32,False
2020-03-01,63,False
2020-03-08,53,False
2020-03-15,30,False
2020-03-22,33,False
2020-03-29,52,False
2020-04-05,93,False
2020-04-12,93,False
2020-04-19,40,False
2020-04-26,32,False
2020-05-03,69,False
2020-05-10,53,False
