date,panneau solaire,isPartial
2018-01-07,35,False
2018-01-14,27,False
2018-01-21,18,False
2018-01-28,46,False
2018-02-04,36,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,27,False
2018-03-04,0,False
2018-03-11,36,False
2018-03-18,37,False
2018-03-25,37,False
2018-04-01,38,False
2018-04-08,38,False
2018-04-15,40,False
2018-04-22,18,False
2018-04-29,0,False
2018-05-06,37,False
2018-05-13,18,False
2018-05-20,39,False
2018-05-27,18,False
2018-06-03,18,False
2018-06-10,54,False
2018-06-17,57,False
2018-06-24,28,False
2018-07-01,54,False
2018-07-08,47,False
2018-07-15,39,False
2018-07-22,19,False
2018-07-29,19,False
2018-08-05,59,False
2018-08-12,0,False
2018-08-19,100,False
2018-08-26,48,False
2018-09-02,39,False
2018-09-09,58,False
2018-09-16,48,False
2018-09-23,48,False
2018-09-30,19,False
2018-10-07,58,False
2018-10-14,39,False
2018-10-21,39,False
2018-10-28,18,False
2018-11-04,27,False
2018-11-11,28,False
2018-11-18,55,False
2018-11-25,36,False
2018-12-02,37,False
2018-12-09,56,False
2018-12-16,38,False
2018-12-23,20,False
2018-12-30,39,False
2019-01-06,27,False
2019-01-13,73,False
2019-01-20,35,False
2019-01-27,53,False
2019-02-03,63,False
2019-02-10,18,False
2019-02-17,39,False
2019-02-24,84,False
2019-03-03,27,False
2019-03-10,18,False
2019-03-17,28,False
2019-03-24,47,False
2019-03-31,37,False
2019-04-07,37,False
2019-04-14,38,False
2019-04-21,46,False
2019-04-28,35,False
2019-05-05,26,False
2019-05-12,18,False
2019-05-19,18,False
2019-05-26,27,False
2019-06-02,34,False
2019-06-09,34,False
2019-06-16,27,False
2019-06-23,27,False
2019-06-30,26,False
2019-07-07,72,False
2019-07-14,84,False
2019-07-21,28,False
2019-07-28,48,False
2019-08-04,38,False
2019-08-11,38,False
2019-08-18,38,False
2019-08-25,0,False
2019-09-01,53,False
2019-09-08,54,False
2019-09-15,53,False
2019-09-22,34,False
2019-09-29,34,False
2019-10-06,51,False
2019-10-13,43,False
2019-10-20,42,False
2019-10-27,24,False
2019-11-03,33,False
2019-11-10,49,False
2019-11-17,33,False
2019-11-24,48,False
2019-12-01,33,False
2019-12-08,33,False
2019-12-15,33,False
2019-12-22,0,False
2019-12-29,17,False
2020-01-05,48,False
2020-01-12,47,False
2020-01-19,80,False
2020-01-26,54,False
2020-02-02,32,False
2020-02-09,23,False
2020-02-16,39,False
2020-02-23,54,False
2020-03-01,47,False
2020-03-08,76,False
2020-03-15,27,False
2020-03-22,39,False
2020-03-29,0,False
2020-04-05,33,False
2020-04-12,20,False
2020-04-19,48,False
2020-04-26,38,False
2020-05-03,32,False
2020-05-10,34,False
2020-05-17,44,False
2020-05-24,43,False
2020-05-31,34,False
2020-06-07,68,False
2020-06-14,36,False
2020-06-21,54,True
