date,Holzbauer,isPartial
2018-01-07,26,False
2018-01-14,25,False
2018-01-21,50,False
2018-01-28,25,False
2018-02-04,66,False
2018-02-11,27,False
2018-02-18,35,False
2018-02-25,26,False
2018-03-04,27,False
2018-03-11,26,False
2018-03-18,27,False
2018-03-25,57,False
2018-04-01,58,False
2018-04-08,82,False
2018-04-15,28,False
2018-04-22,0,False
2018-04-29,82,False
2018-05-06,0,False
2018-05-13,79,False
2018-05-20,0,False
2018-05-27,28,False
2018-06-03,53,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,26,False
2018-07-01,25,False
2018-07-08,42,False
2018-07-15,25,False
2018-07-22,34,False
2018-07-29,26,False
2018-08-05,0,False
2018-08-12,29,False
2018-08-19,29,False
2018-08-26,28,False
2018-09-02,55,False
2018-09-09,27,False
2018-09-16,67,False
2018-09-23,27,False
2018-09-30,26,False
2018-10-07,39,False
2018-10-14,39,False
2018-10-21,26,False
2018-10-28,26,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,25,False
2018-11-25,38,False
2018-12-02,37,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,36,False
2019-01-13,39,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,41,False
2019-02-17,75,False
2019-02-24,100,False
2019-03-03,50,False
2019-03-10,24,False
2019-03-17,26,False
2019-03-24,39,False
2019-03-31,26,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,54,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,43,False
2019-06-02,25,False
2019-06-09,0,False
2019-06-16,96,False
2019-06-23,64,False
2019-06-30,33,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,52,False
2019-07-28,25,False
2019-08-04,40,False
2019-08-11,27,False
2019-08-18,0,False
2019-08-25,35,False
2019-09-01,50,False
2019-09-08,25,False
2019-09-15,37,False
2019-09-22,24,False
2019-09-29,37,False
2019-10-06,32,False
2019-10-13,0,False
2019-10-20,24,False
2019-10-27,47,False
2019-11-03,35,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,24,False
2019-12-15,48,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,45,False
2020-01-12,22,False
2020-01-19,30,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,43,False
2020-02-16,23,False
2020-02-23,34,False
2020-03-01,29,False
2020-03-08,21,False
2020-03-15,40,False
2020-03-22,41,False
2020-03-29,27,False
2020-04-05,22,False
2020-04-12,21,False
2020-04-19,21,False
2020-04-26,20,False
2020-05-03,21,False
2020-05-10,21,False
