date,videos,isPartial
2018-01-07,21,False
2018-01-14,0,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,58,False
2018-02-11,0,False
2018-02-18,37,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,39,False
2018-03-25,43,False
2018-04-01,44,False
2018-04-08,41,False
2018-04-15,43,False
2018-04-22,0,False
2018-04-29,64,False
2018-05-06,41,False
2018-05-13,21,False
2018-05-20,40,False
2018-05-27,22,False
2018-06-03,22,False
2018-06-10,41,False
2018-06-17,61,False
2018-06-24,63,False
2018-07-01,85,False
2018-07-08,61,False
2018-07-15,41,False
2018-07-22,19,False
2018-07-29,19,False
2018-08-05,19,False
2018-08-12,31,False
2018-08-19,51,False
2018-08-26,0,False
2018-09-02,19,False
2018-09-09,41,False
2018-09-16,0,False
2018-09-23,21,False
2018-09-30,42,False
2018-10-07,21,False
2018-10-14,87,False
2018-10-21,0,False
2018-10-28,20,False
2018-11-04,21,False
2018-11-11,43,False
2018-11-18,61,False
2018-11-25,79,False
2018-12-02,44,False
2018-12-09,20,False
2018-12-16,22,False
2018-12-23,23,False
2018-12-30,20,False
2019-01-06,39,False
2019-01-13,0,False
2019-01-20,19,False
2019-01-27,38,False
2019-02-03,38,False
2019-02-10,56,False
2019-02-17,19,False
2019-02-24,19,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,63,False
2019-03-24,21,False
2019-03-31,62,False
2019-04-07,21,False
2019-04-14,0,False
2019-04-21,22,False
2019-04-28,40,False
2019-05-05,40,False
2019-05-12,20,False
2019-05-19,0,False
2019-05-26,36,False
2019-06-02,21,False
2019-06-09,0,False
2019-06-16,22,False
2019-06-23,22,False
2019-06-30,0,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,63,False
2019-07-28,21,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,35,False
2019-08-25,0,False
2019-09-01,37,False
2019-09-08,0,False
2019-09-15,19,False
2019-09-22,39,False
2019-09-29,20,False
2019-10-06,100,False
2019-10-13,20,False
2019-10-20,19,False
2019-10-27,0,False
2019-11-03,51,False
2019-11-10,56,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,57,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,72,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,17,False
2020-02-02,16,False
2020-02-09,0,False
2020-02-16,17,False
2020-02-23,0,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,29,False
2020-03-22,26,False
2020-03-29,41,False
2020-04-05,0,False
2020-04-12,45,False
2020-04-19,28,False
2020-04-26,0,True
