date,videos,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,23,False
2018-02-18,24,False
2018-02-25,25,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,27,False
2018-03-25,26,False
2018-04-01,52,False
2018-04-08,43,False
2018-04-15,32,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,32,False
2018-06-10,0,False
2018-06-17,30,False
2018-06-24,57,False
2018-07-01,28,False
2018-07-08,0,False
2018-07-15,64,False
2018-07-22,25,False
2018-07-29,0,False
2018-08-05,40,False
2018-08-12,27,False
2018-08-19,21,False
2018-08-26,100,False
2018-09-02,62,False
2018-09-09,30,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,32,False
2018-10-07,32,False
2018-10-14,34,False
2018-10-21,65,False
2018-10-28,29,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,74,False
2018-12-02,57,False
2018-12-09,29,False
2018-12-16,29,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,27,False
2019-01-13,51,False
2019-01-20,25,False
2019-01-27,24,False
2019-02-03,0,False
2019-02-10,24,False
2019-02-17,0,False
2019-02-24,24,False
2019-03-03,0,False
2019-03-10,48,False
2019-03-17,0,False
2019-03-24,27,False
2019-03-31,84,False
2019-04-07,0,False
2019-04-14,28,False
2019-04-21,27,False
2019-04-28,59,False
2019-05-05,60,False
2019-05-12,30,False
2019-05-19,0,False
2019-05-26,29,False
2019-06-02,29,False
2019-06-09,28,False
2019-06-16,29,False
2019-06-23,56,False
2019-06-30,37,False
2019-07-07,96,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,19,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,86,False
2019-09-01,25,False
2019-09-08,26,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,28,False
2019-10-06,29,False
2019-10-13,42,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,27,False
2019-11-17,0,False
2019-11-24,25,False
2019-12-01,52,False
2019-12-08,25,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,16,False
2020-01-05,33,False
2020-01-12,33,False
2020-01-19,22,False
2020-01-26,31,False
2020-02-02,20,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,26,False
2020-03-01,38,False
2020-03-08,31,False
2020-03-15,22,False
2020-03-22,40,False
2020-03-29,42,False
2020-04-05,24,False
2020-04-12,35,False
2020-04-19,78,False
2020-04-26,55,True
