date,videos,isPartial
2018-01-07,75,False
2018-01-14,64,False
2018-01-21,85,False
2018-01-28,74,False
2018-02-04,68,False
2018-02-11,73,False
2018-02-18,77,False
2018-02-25,91,False
2018-03-04,89,False
2018-03-11,86,False
2018-03-18,72,False
2018-03-25,89,False
2018-04-01,74,False
2018-04-08,64,False
2018-04-15,92,False
2018-04-22,76,False
2018-04-29,68,False
2018-05-06,97,False
2018-05-13,80,False
2018-05-20,87,False
2018-05-27,88,False
2018-06-03,71,False
2018-06-10,100,False
2018-06-17,57,False
2018-06-24,69,False
2018-07-01,82,False
2018-07-08,85,False
2018-07-15,82,False
2018-07-22,86,False
2018-07-29,90,False
2018-08-05,78,False
2018-08-12,75,False
2018-08-19,69,False
2018-08-26,66,False
2018-09-02,58,False
2018-09-09,74,False
2018-09-16,90,False
2018-09-23,71,False
2018-09-30,70,False
2018-10-07,93,False
2018-10-14,76,False
2018-10-21,68,False
2018-10-28,74,False
2018-11-04,78,False
2018-11-11,65,False
2018-11-18,75,False
2018-11-25,75,False
2018-12-02,60,False
2018-12-09,64,False
2018-12-16,74,False
2018-12-23,71,False
2018-12-30,78,False
2019-01-06,74,False
2019-01-13,62,False
2019-01-20,78,False
2019-01-27,85,False
2019-02-03,85,False
2019-02-10,68,False
2019-02-17,54,False
2019-02-24,75,False
2019-03-03,78,False
2019-03-10,75,False
2019-03-17,66,False
2019-03-24,73,False
2019-03-31,73,False
2019-04-07,78,False
2019-04-14,58,False
2019-04-21,69,False
2019-04-28,70,False
2019-05-05,66,False
2019-05-12,65,False
2019-05-19,73,False
2019-05-26,67,False
2019-06-02,79,False
2019-06-09,92,False
2019-06-16,64,False
2019-06-23,72,False
2019-06-30,84,False
2019-07-07,65,False
2019-07-14,49,False
2019-07-21,72,False
2019-07-28,60,False
2019-08-04,52,False
2019-08-11,69,False
2019-08-18,71,False
2019-08-25,67,False
2019-09-01,74,False
2019-09-08,72,False
2019-09-15,74,False
2019-09-22,66,False
2019-09-29,69,False
2019-10-06,80,False
2019-10-13,56,False
2019-10-20,65,False
2019-10-27,71,False
2019-11-03,66,False
2019-11-10,86,False
2019-11-17,55,False
2019-11-24,45,False
2019-12-01,56,False
2019-12-08,58,False
2019-12-15,73,False
2019-12-22,78,False
2019-12-29,59,False
2020-01-05,48,False
2020-01-12,67,False
2020-01-19,70,False
2020-01-26,57,False
2020-02-02,61,False
2020-02-09,59,False
2020-02-16,43,False
2020-02-23,55,False
2020-03-01,52,False
2020-03-08,49,False
2020-03-15,68,False
2020-03-22,56,False
2020-03-29,59,False
2020-04-05,64,False
2020-04-12,72,False
2020-04-19,57,False
2020-04-26,54,True
