date,Linoleumboden,isPartial
2018-01-07,43,False
2018-01-14,32,False
2018-01-21,32,False
2018-01-28,33,False
2018-02-04,50,False
2018-02-11,66,False
2018-02-18,44,False
2018-02-25,55,False
2018-03-04,33,False
2018-03-11,49,False
2018-03-18,89,False
2018-03-25,70,False
2018-04-01,54,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,34,False
2018-04-29,71,False
2018-05-06,0,False
2018-05-13,68,False
2018-05-20,37,False
2018-05-27,37,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,34,False
2018-06-24,34,False
2018-07-01,33,False
2018-07-08,33,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,0,False
2018-08-05,54,False
2018-08-12,0,False
2018-08-19,75,False
2018-08-26,61,False
2018-09-02,69,False
2018-09-09,58,False
2018-09-16,0,False
2018-09-23,45,False
2018-09-30,57,False
2018-10-07,50,False
2018-10-14,50,False
2018-10-21,43,False
2018-10-28,55,False
2018-11-04,32,False
2018-11-11,48,False
2018-11-18,31,False
2018-11-25,32,False
2018-12-02,48,False
2018-12-09,53,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,46,False
2019-01-13,45,False
2019-01-20,30,False
2019-01-27,40,False
2019-02-03,30,False
2019-02-10,52,False
2019-02-17,52,False
2019-02-24,0,False
2019-03-03,32,False
2019-03-10,30,False
2019-03-17,32,False
2019-03-24,52,False
2019-03-31,63,False
2019-04-07,31,False
2019-04-14,34,False
2019-04-21,66,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,31,False
2019-05-26,48,False
2019-06-02,32,False
2019-06-09,100,False
2019-06-16,33,False
2019-06-23,31,False
2019-06-30,62,False
2019-07-07,61,False
2019-07-14,32,False
2019-07-21,0,False
2019-07-28,55,False
2019-08-04,52,False
2019-08-11,45,False
2019-08-18,35,False
2019-08-25,35,False
2019-09-01,64,False
2019-09-08,0,False
2019-09-15,32,False
2019-09-22,76,False
2019-09-29,62,False
2019-10-06,50,False
2019-10-13,0,False
2019-10-20,59,False
2019-10-27,30,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,29,False
2019-11-24,57,False
2019-12-01,59,False
2019-12-08,29,False
2019-12-15,30,False
2019-12-22,51,False
2019-12-29,0,False
2020-01-05,57,False
2020-01-12,55,False
2020-01-19,0,False
2020-01-26,27,False
2020-02-02,28,False
2020-02-09,55,False
2020-02-16,57,False
2020-02-23,27,False
2020-03-01,72,False
2020-03-08,25,False
2020-03-15,37,False
2020-03-22,49,False
2020-03-29,37,False
2020-04-05,54,False
2020-04-12,26,False
2020-04-19,50,False
2020-04-26,49,False
2020-05-03,25,False
2020-05-10,33,False
