date,Malermeister,isPartial
2018-01-07,21,False
2018-01-14,50,False
2018-01-21,43,False
2018-01-28,41,False
2018-02-04,79,False
2018-02-11,54,False
2018-02-18,43,False
2018-02-25,50,False
2018-03-04,36,False
2018-03-11,31,False
2018-03-18,21,False
2018-03-25,75,False
2018-04-01,46,False
2018-04-08,58,False
2018-04-15,55,False
2018-04-22,43,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,62,False
2018-05-20,42,False
2018-05-27,62,False
2018-06-03,36,False
2018-06-10,52,False
2018-06-17,34,False
2018-06-24,0,False
2018-07-01,33,False
2018-07-08,43,False
2018-07-15,45,False
2018-07-22,100,False
2018-07-29,44,False
2018-08-05,41,False
2018-08-12,34,False
2018-08-19,34,False
2018-08-26,35,False
2018-09-02,49,False
2018-09-09,28,False
2018-09-16,36,False
2018-09-23,43,False
2018-09-30,21,False
2018-10-07,59,False
2018-10-14,50,False
2018-10-21,53,False
2018-10-28,27,False
2018-11-04,20,False
2018-11-11,61,False
2018-11-18,40,False
2018-11-25,48,False
2018-12-02,61,False
2018-12-09,50,False
2018-12-16,0,False
2018-12-23,23,False
2018-12-30,32,False
2019-01-06,19,False
2019-01-13,29,False
2019-01-20,32,False
2019-01-27,45,False
2019-02-03,39,False
2019-02-10,20,False
2019-02-17,49,False
2019-02-24,48,False
2019-03-03,46,False
2019-03-10,39,False
2019-03-17,62,False
2019-03-24,67,False
2019-03-31,55,False
2019-04-07,0,False
2019-04-14,43,False
2019-04-21,64,False
2019-04-28,39,False
2019-05-05,58,False
2019-05-12,40,False
2019-05-19,29,False
2019-05-26,72,False
2019-06-02,53,False
2019-06-09,40,False
2019-06-16,39,False
2019-06-23,27,False
2019-06-30,20,False
2019-07-07,34,False
2019-07-14,53,False
2019-07-21,33,False
2019-07-28,73,False
2019-08-04,21,False
2019-08-11,41,False
2019-08-18,51,False
2019-08-25,39,False
2019-09-01,29,False
2019-09-08,53,False
2019-09-15,30,False
2019-09-22,39,False
2019-09-29,0,False
2019-10-06,19,False
2019-10-13,30,False
2019-10-20,20,False
2019-10-27,55,False
2019-11-03,30,False
2019-11-10,28,False
2019-11-17,31,False
2019-11-24,46,False
2019-12-01,38,False
2019-12-08,55,False
2019-12-15,37,False
2019-12-22,42,False
2019-12-29,20,False
2020-01-05,44,False
2020-01-12,40,False
2020-01-19,47,False
2020-01-26,40,False
2020-02-02,40,False
2020-02-09,48,False
2020-02-16,54,False
2020-02-23,17,False
2020-03-01,34,False
2020-03-08,27,False
2020-03-15,55,False
2020-03-22,47,False
2020-03-29,36,False
2020-04-05,23,False
2020-04-12,33,False
2020-04-19,40,False
2020-04-26,42,False
2020-05-03,59,False
2020-05-10,32,False
2020-05-17,39,True
