date,Malermeister,isPartial
2018-01-07,33,False
2018-01-14,33,False
2018-01-21,81,False
2018-01-28,48,False
2018-02-04,100,False
2018-02-11,55,False
2018-02-18,55,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,65,False
2018-03-18,33,False
2018-03-25,49,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,35,False
2018-04-22,65,False
2018-04-29,33,False
2018-05-06,52,False
2018-05-13,33,False
2018-05-20,45,False
2018-05-27,65,False
2018-06-03,0,False
2018-06-10,52,False
2018-06-17,31,False
2018-06-24,33,False
2018-07-01,63,False
2018-07-08,31,False
2018-07-15,50,False
2018-07-22,32,False
2018-07-29,53,False
2018-08-05,93,False
2018-08-12,30,False
2018-08-19,47,False
2018-08-26,42,False
2018-09-02,48,False
2018-09-09,63,False
2018-09-16,63,False
2018-09-23,32,False
2018-09-30,66,False
2018-10-07,69,False
2018-10-14,34,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,31,False
2018-11-25,63,False
2018-12-02,0,False
2018-12-09,32,False
2018-12-16,33,False
2018-12-23,69,False
2018-12-30,32,False
2019-01-06,30,False
2019-01-13,30,False
2019-01-20,40,False
2019-01-27,75,False
2019-02-03,30,False
2019-02-10,41,False
2019-02-17,62,False
2019-02-24,78,False
2019-03-03,45,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,97,False
2019-04-07,0,False
2019-04-14,33,False
2019-04-21,63,False
2019-04-28,44,False
2019-05-05,40,False
2019-05-12,0,False
2019-05-19,45,False
2019-05-26,30,False
2019-06-02,49,False
2019-06-09,0,False
2019-06-16,89,False
2019-06-23,0,False
2019-06-30,87,False
2019-07-07,30,False
2019-07-14,89,False
2019-07-21,72,False
2019-07-28,58,False
2019-08-04,43,False
2019-08-11,27,False
2019-08-18,29,False
2019-08-25,58,False
2019-09-01,0,False
2019-09-08,29,False
2019-09-15,57,False
2019-09-22,28,False
2019-09-29,0,False
2019-10-06,72,False
2019-10-13,38,False
2019-10-20,28,False
2019-10-27,41,False
2019-11-03,54,False
2019-11-10,28,False
2019-11-17,37,False
2019-11-24,27,False
2019-12-01,28,False
2019-12-08,41,False
2019-12-15,71,False
2019-12-22,31,False
2019-12-29,28,False
2020-01-05,66,False
2020-01-12,39,False
2020-01-19,45,False
2020-01-26,26,False
2020-02-02,35,False
2020-02-09,64,False
2020-02-16,65,False
2020-02-23,26,False
2020-03-01,53,False
2020-03-08,24,False
2020-03-15,35,False
2020-03-22,23,False
2020-03-29,45,False
2020-04-05,25,False
2020-04-12,24,False
2020-04-19,47,False
2020-04-26,23,False
2020-05-03,23,False
2020-05-10,35,False
2020-05-17,0,True
