date,Malermeister,isPartial
2018-01-07,53,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,35,False
2018-02-04,0,False
2018-02-11,78,False
2018-02-18,26,False
2018-02-25,53,False
2018-03-04,27,False
2018-03-11,27,False
2018-03-18,36,False
2018-03-25,0,False
2018-04-01,29,False
2018-04-08,28,False
2018-04-15,100,False
2018-04-22,57,False
2018-04-29,0,False
2018-05-06,45,False
2018-05-13,29,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,57,False
2018-06-10,27,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,29,False
2018-07-29,57,False
2018-08-05,27,False
2018-08-12,27,False
2018-08-19,27,False
2018-08-26,27,False
2018-09-02,27,False
2018-09-09,54,False
2018-09-16,40,False
2018-09-23,41,False
2018-09-30,0,False
2018-10-07,28,False
2018-10-14,27,False
2018-10-21,26,False
2018-10-28,38,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,24,False
2018-11-25,26,False
2018-12-02,38,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,35,False
2019-01-13,23,False
2019-01-20,31,False
2019-01-27,23,False
2019-02-03,24,False
2019-02-10,58,False
2019-02-17,49,False
2019-02-24,25,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,26,False
2019-03-24,25,False
2019-03-31,50,False
2019-04-07,0,False
2019-04-14,41,False
2019-04-21,26,False
2019-04-28,24,False
2019-05-05,32,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,25,False
2019-06-02,37,False
2019-06-09,25,False
2019-06-16,49,False
2019-06-23,38,False
2019-06-30,25,False
2019-07-07,25,False
2019-07-14,27,False
2019-07-21,28,False
2019-07-28,26,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,50,False
2019-08-25,24,False
2019-09-01,24,False
2019-09-08,24,False
2019-09-15,25,False
2019-09-22,24,False
2019-09-29,23,False
2019-10-06,37,False
2019-10-13,48,False
2019-10-20,35,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,33,False
2019-12-01,45,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,31,False
2020-01-12,20,False
2020-01-19,32,False
2020-01-26,21,False
2020-02-02,62,False
2020-02-09,43,False
2020-02-16,21,False
2020-02-23,21,False
2020-03-01,31,False
2020-03-08,19,False
2020-03-15,31,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,35,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,37,False
2020-05-03,47,False
2020-05-10,0,False
2020-05-17,46,True
