date,pettinature,isPartial
2018-01-07,0,False
2018-01-14,12,False
2018-01-21,35,False
2018-01-28,23,False
2018-02-04,70,False
2018-02-11,24,False
2018-02-18,0,False
2018-02-25,35,False
2018-03-04,0,False
2018-03-11,48,False
2018-03-18,37,False
2018-03-25,38,False
2018-04-01,66,False
2018-04-08,0,False
2018-04-15,78,False
2018-04-22,40,False
2018-04-29,39,False
2018-05-06,25,False
2018-05-13,37,False
2018-05-20,50,False
2018-05-27,25,False
2018-06-03,0,False
2018-06-10,73,False
2018-06-17,50,False
2018-06-24,25,False
2018-07-01,61,False
2018-07-08,12,False
2018-07-15,100,False
2018-07-22,13,False
2018-07-29,25,False
2018-08-05,52,False
2018-08-12,42,False
2018-08-19,26,False
2018-08-26,60,False
2018-09-02,36,False
2018-09-09,25,False
2018-09-16,24,False
2018-09-23,0,False
2018-09-30,37,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,38,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,13,False
2018-11-18,12,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,53,False
2018-12-16,14,False
2018-12-23,15,False
2018-12-30,13,False
2019-01-06,37,False
2019-01-13,12,False
2019-01-20,58,False
2019-01-27,45,False
2019-02-03,34,False
2019-02-10,23,False
2019-02-17,36,False
2019-02-24,58,False
2019-03-03,48,False
2019-03-10,36,False
2019-03-17,0,False
2019-03-24,24,False
2019-03-31,47,False
2019-04-07,24,False
2019-04-14,37,False
2019-04-21,25,False
2019-04-28,70,False
2019-05-05,45,False
2019-05-12,33,False
2019-05-19,33,False
2019-05-26,11,False
2019-06-02,48,False
2019-06-09,24,False
2019-06-16,12,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,12,False
2019-07-14,13,False
2019-07-21,50,False
2019-07-28,12,False
2019-08-04,26,False
2019-08-11,0,False
2019-08-18,51,False
2019-08-25,12,False
2019-09-01,44,False
2019-09-08,47,False
2019-09-15,35,False
2019-09-22,0,False
2019-09-29,56,False
2019-10-06,23,False
2019-10-13,0,False
2019-10-20,22,False
2019-10-27,0,False
2019-11-03,11,False
2019-11-10,11,False
2019-11-17,22,False
2019-11-24,11,False
2019-12-01,11,False
2019-12-08,23,False
2019-12-15,46,False
2019-12-22,13,False
2019-12-29,37,False
2020-01-05,0,False
2020-01-12,31,False
2020-01-19,21,False
2020-01-26,31,False
2020-02-02,0,False
2020-02-09,53,False
2020-02-16,63,False
2020-02-23,40,False
2020-03-01,10,False
2020-03-08,19,False
2020-03-15,10,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,0,False
2020-04-26,48,True
