date,pettinature,isPartial
2018-01-07,24,False
2018-01-14,19,False
2018-01-21,44,False
2018-01-28,24,False
2018-02-04,19,False
2018-02-11,15,False
2018-02-18,34,False
2018-02-25,37,False
2018-03-04,39,False
2018-03-11,34,False
2018-03-18,49,False
2018-03-25,46,False
2018-04-01,32,False
2018-04-08,26,False
2018-04-15,25,False
2018-04-22,26,False
2018-04-29,85,False
2018-05-06,53,False
2018-05-13,97,False
2018-05-20,55,False
2018-05-27,72,False
2018-06-03,72,False
2018-06-10,100,False
2018-06-17,34,False
2018-06-24,80,False
2018-07-01,44,False
2018-07-08,55,False
2018-07-15,57,False
2018-07-22,47,False
2018-07-29,36,False
2018-08-05,22,False
2018-08-12,24,False
2018-08-19,35,False
2018-08-26,65,False
2018-09-02,90,False
2018-09-09,59,False
2018-09-16,33,False
2018-09-23,44,False
2018-09-30,10,False
2018-10-07,31,False
2018-10-14,31,False
2018-10-21,15,False
2018-10-28,29,False
2018-11-04,25,False
2018-11-11,32,False
2018-11-18,15,False
2018-11-25,15,False
2018-12-02,16,False
2018-12-09,16,False
2018-12-16,32,False
2018-12-23,11,False
2018-12-30,31,False
2019-01-06,25,False
2019-01-13,10,False
2019-01-20,9,False
2019-01-27,9,False
2019-02-03,37,False
2019-02-10,10,False
2019-02-17,5,False
2019-02-24,29,False
2019-03-03,25,False
2019-03-10,0,False
2019-03-17,35,False
2019-03-24,20,False
2019-03-31,24,False
2019-04-07,20,False
2019-04-14,21,False
2019-04-21,21,False
2019-04-28,24,False
2019-05-05,53,False
2019-05-12,48,False
2019-05-19,43,False
2019-05-26,45,False
2019-06-02,55,False
2019-06-09,78,False
2019-06-16,51,False
2019-06-23,31,False
2019-06-30,38,False
2019-07-07,26,False
2019-07-14,21,False
2019-07-21,21,False
2019-07-28,27,False
2019-08-04,17,False
2019-08-11,30,False
2019-08-18,23,False
2019-08-25,45,False
2019-09-01,74,False
2019-09-08,47,False
2019-09-15,36,False
2019-09-22,31,False
2019-09-29,18,False
2019-10-06,24,False
2019-10-13,28,False
2019-10-20,9,False
2019-10-27,36,False
2019-11-03,4,False
2019-11-10,27,False
2019-11-17,14,False
2019-11-24,0,False
2019-12-01,28,False
2019-12-08,9,False
2019-12-15,23,False
2019-12-22,15,False
2019-12-29,0,False
2020-01-05,5,False
2020-01-12,18,False
2020-01-19,4,False
2020-01-26,4,False
2020-02-02,38,False
2020-02-09,4,False
2020-02-16,22,False
2020-02-23,13,False
2020-03-01,12,False
2020-03-08,4,False
2020-03-15,4,False
2020-03-22,11,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,8,False
2020-04-19,4,False
2020-04-26,12,True
