date,pettinature,isPartial
2018-01-07,15,False
2018-01-14,15,False
2018-01-21,42,False
2018-01-28,35,False
2018-02-04,90,False
2018-02-11,20,False
2018-02-18,26,False
2018-02-25,31,False
2018-03-04,32,False
2018-03-11,38,False
2018-03-18,58,False
2018-03-25,35,False
2018-04-01,36,False
2018-04-08,39,False
2018-04-15,33,False
2018-04-22,35,False
2018-04-29,53,False
2018-05-06,45,False
2018-05-13,58,False
2018-05-20,64,False
2018-05-27,100,False
2018-06-03,74,False
2018-06-10,51,False
2018-06-17,56,False
2018-06-24,34,False
2018-07-01,47,False
2018-07-08,33,False
2018-07-15,41,False
2018-07-22,48,False
2018-07-29,21,False
2018-08-05,81,False
2018-08-12,26,False
2018-08-19,63,False
2018-08-26,54,False
2018-09-02,20,False
2018-09-09,45,False
2018-09-16,37,False
2018-09-23,51,False
2018-09-30,26,False
2018-10-07,33,False
2018-10-14,52,False
2018-10-21,32,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,38,False
2018-11-25,13,False
2018-12-02,24,False
2018-12-09,13,False
2018-12-16,14,False
2018-12-23,26,False
2018-12-30,30,False
2019-01-06,22,False
2019-01-13,0,False
2019-01-20,27,False
2019-01-27,24,False
2019-02-03,42,False
2019-02-10,14,False
2019-02-17,14,False
2019-02-24,38,False
2019-03-03,37,False
2019-03-10,36,False
2019-03-17,45,False
2019-03-24,43,False
2019-03-31,28,False
2019-04-07,20,False
2019-04-14,35,False
2019-04-21,49,False
2019-04-28,28,False
2019-05-05,51,False
2019-05-12,27,False
2019-05-19,28,False
2019-05-26,27,False
2019-06-02,42,False
2019-06-09,49,False
2019-06-16,15,False
2019-06-23,52,False
2019-06-30,53,False
2019-07-07,28,False
2019-07-14,30,False
2019-07-21,45,False
2019-07-28,16,False
2019-08-04,51,False
2019-08-11,19,False
2019-08-18,53,False
2019-08-25,39,False
2019-09-01,47,False
2019-09-08,42,False
2019-09-15,40,False
2019-09-22,14,False
2019-09-29,41,False
2019-10-06,35,False
2019-10-13,28,False
2019-10-20,13,False
2019-10-27,27,False
2019-11-03,13,False
2019-11-10,13,False
2019-11-17,40,False
2019-11-24,33,False
2019-12-01,42,False
2019-12-08,21,False
2019-12-15,42,False
2019-12-22,17,False
2019-12-29,40,False
2020-01-05,28,False
2020-01-12,26,False
2020-01-19,26,False
2020-01-26,19,False
2020-02-02,38,False
2020-02-09,52,False
2020-02-16,32,False
2020-02-23,37,False
2020-03-01,43,False
2020-03-08,12,False
2020-03-15,0,False
2020-03-22,46,False
2020-03-29,29,False
2020-04-05,25,False
2020-04-12,12,False
2020-04-19,29,False
2020-04-26,62,True
