date,pettinature,isPartial
2018-01-07,17,False
2018-01-14,17,False
2018-01-21,34,False
2018-01-28,17,False
2018-02-04,25,False
2018-02-11,33,False
2018-02-18,49,False
2018-02-25,16,False
2018-03-04,24,False
2018-03-11,32,False
2018-03-18,25,False
2018-03-25,0,False
2018-04-01,18,False
2018-04-08,17,False
2018-04-15,25,False
2018-04-22,35,False
2018-04-29,17,False
2018-05-06,32,False
2018-05-13,59,False
2018-05-20,42,False
2018-05-27,42,False
2018-06-03,50,False
2018-06-10,32,False
2018-06-17,25,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,16,False
2018-07-15,25,False
2018-07-22,49,False
2018-07-29,50,False
2018-08-05,26,False
2018-08-12,0,False
2018-08-19,18,False
2018-08-26,49,False
2018-09-02,16,False
2018-09-09,49,False
2018-09-16,32,False
2018-09-23,16,False
2018-09-30,33,False
2018-10-07,17,False
2018-10-14,17,False
2018-10-21,17,False
2018-10-28,80,False
2018-11-04,33,False
2018-11-11,34,False
2018-11-18,33,False
2018-11-25,17,False
2018-12-02,85,False
2018-12-09,70,False
2018-12-16,36,False
2018-12-23,52,False
2018-12-30,48,False
2019-01-06,18,False
2019-01-13,17,False
2019-01-20,32,False
2019-01-27,23,False
2019-02-03,16,False
2019-02-10,50,False
2019-02-17,25,False
2019-02-24,25,False
2019-03-03,60,False
2019-03-10,17,False
2019-03-17,17,False
2019-03-24,17,False
2019-03-31,16,False
2019-04-07,25,False
2019-04-14,17,False
2019-04-21,67,False
2019-04-28,16,False
2019-05-05,32,False
2019-05-12,55,False
2019-05-19,47,False
2019-05-26,45,False
2019-06-02,49,False
2019-06-09,16,False
2019-06-16,26,False
2019-06-23,17,False
2019-06-30,25,False
2019-07-07,40,False
2019-07-14,24,False
2019-07-21,17,False
2019-07-28,100,False
2019-08-04,26,False
2019-08-11,37,False
2019-08-18,33,False
2019-08-25,32,False
2019-09-01,15,False
2019-09-08,31,False
2019-09-15,15,False
2019-09-22,37,False
2019-09-29,30,False
2019-10-06,39,False
2019-10-13,0,False
2019-10-20,45,False
2019-10-27,22,False
2019-11-03,44,False
2019-11-10,15,False
2019-11-17,15,False
2019-11-24,15,False
2019-12-01,15,False
2019-12-08,15,False
2019-12-15,16,False
2019-12-22,38,False
2019-12-29,17,False
2020-01-05,15,False
2020-01-12,14,False
2020-01-19,30,False
2020-01-26,29,False
2020-02-02,21,False
2020-02-09,45,False
2020-02-16,51,False
2020-02-23,67,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,13,False
2020-03-22,24,False
2020-03-29,0,False
2020-04-05,13,False
2020-04-12,13,False
2020-04-19,0,False
2020-04-26,43,True
