date,solaire thermique,isPartial
2018-01-07,45,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,45,False
2018-02-04,44,False
2018-02-11,44,False
2018-02-18,69,False
2018-02-25,47,False
2018-03-04,0,False
2018-03-11,90,False
2018-03-18,0,False
2018-03-25,69,False
2018-04-01,0,False
2018-04-08,46,False
2018-04-15,0,False
2018-04-22,45,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,47,False
2018-05-20,47,False
2018-05-27,45,False
2018-06-03,45,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,47,False
2018-07-15,0,False
2018-07-22,49,False
2018-07-29,49,False
2018-08-05,100,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,47,False
2018-09-02,48,False
2018-09-09,48,False
2018-09-16,0,False
2018-09-23,47,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,48,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,45,False
2018-11-11,65,False
2018-11-18,43,False
2018-11-25,64,False
2018-12-02,43,False
2018-12-09,43,False
2018-12-16,0,False
2018-12-23,49,False
2018-12-30,0,False
2019-01-06,43,False
2019-01-13,43,False
2019-01-20,0,False
2019-01-27,64,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,46,False
2019-02-24,44,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,91,False
2019-03-24,45,False
2019-03-31,0,False
2019-04-07,48,False
2019-04-14,0,False
2019-04-21,45,False
2019-04-28,88,False
2019-05-05,44,False
2019-05-12,92,False
2019-05-19,46,False
2019-05-26,46,False
2019-06-02,42,False
2019-06-09,44,False
2019-06-16,45,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,44,False
2019-07-14,46,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,47,False
2019-08-11,0,False
2019-08-18,46,False
2019-08-25,44,False
2019-09-01,0,False
2019-09-08,44,False
2019-09-15,43,False
2019-09-22,41,False
2019-09-29,41,False
2019-10-06,41,False
2019-10-13,41,False
2019-10-20,41,False
2019-10-27,40,False
2019-11-03,39,False
2019-11-10,40,False
2019-11-17,40,False
2019-11-24,39,False
2019-12-01,40,False
2019-12-08,59,False
2019-12-15,40,False
2019-12-22,44,False
2019-12-29,0,False
2020-01-05,38,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,38,False
2020-02-09,0,False
2020-02-16,39,False
2020-02-23,38,False
2020-03-01,37,False
2020-03-08,72,False
2020-03-15,0,False
2020-03-22,32,False
2020-03-29,31,False
2020-04-05,31,False
2020-04-12,0,False
2020-04-19,32,False
2020-04-26,30,False
2020-05-03,91,False
2020-05-10,33,False
2020-05-17,42,True
