date,solaire thermique,isPartial
2018-01-07,40,False
2018-01-14,0,False
2018-01-21,39,False
2018-01-28,0,False
2018-02-04,40,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,40,False
2018-03-04,41,False
2018-03-11,0,False
2018-03-18,40,False
2018-03-25,41,False
2018-04-01,0,False
2018-04-08,41,False
2018-04-15,0,False
2018-04-22,40,False
2018-04-29,0,False
2018-05-06,42,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,40,False
2018-08-19,0,False
2018-08-26,40,False
2018-09-02,0,False
2018-09-09,41,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,41,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,40,False
2018-11-04,39,False
2018-11-11,40,False
2018-11-18,40,False
2018-11-25,40,False
2018-12-02,0,False
2018-12-09,41,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,44,False
2019-01-06,40,False
2019-01-13,40,False
2019-01-20,0,False
2019-01-27,39,False
2019-02-03,40,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,80,False
2019-03-03,39,False
2019-03-10,0,False
2019-03-17,83,False
2019-03-24,42,False
2019-03-31,41,False
2019-04-07,0,False
2019-04-14,41,False
2019-04-21,40,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,41,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,37,False
2019-06-09,75,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,39,False
2019-07-14,0,False
2019-07-21,39,False
2019-07-28,38,False
2019-08-04,74,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,76,False
2019-09-08,38,False
2019-09-15,0,False
2019-09-22,72,False
2019-09-29,0,False
2019-10-06,37,False
2019-10-13,37,False
2019-10-20,36,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,36,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,35,False
2019-12-15,35,False
2019-12-22,38,False
2019-12-29,37,False
2020-01-05,34,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,33,False
2020-02-02,34,False
2020-02-09,100,False
2020-02-16,0,False
2020-02-23,33,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,28,False
2020-03-22,55,False
2020-03-29,28,False
2020-04-05,27,False
2020-04-12,29,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,27,False
2020-05-10,0,False
2020-05-17,0,True
