date,solaire thermique,isPartial
2018-01-07,24,False
2018-01-14,33,False
2018-01-21,32,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,33,False
2018-02-18,23,False
2018-02-25,34,False
2018-03-04,33,False
2018-03-11,17,False
2018-03-18,50,False
2018-03-25,17,False
2018-04-01,17,False
2018-04-08,33,False
2018-04-15,54,False
2018-04-22,0,False
2018-04-29,29,False
2018-05-06,18,False
2018-05-13,33,False
2018-05-20,34,False
2018-05-27,16,False
2018-06-03,27,False
2018-06-10,26,False
2018-06-17,32,False
2018-06-24,38,False
2018-07-01,24,False
2018-07-08,17,False
2018-07-15,37,False
2018-07-22,19,False
2018-07-29,20,False
2018-08-05,31,False
2018-08-12,21,False
2018-08-19,20,False
2018-08-26,36,False
2018-09-02,25,False
2018-09-09,49,False
2018-09-16,32,False
2018-09-23,16,False
2018-09-30,16,False
2018-10-07,16,False
2018-10-14,42,False
2018-10-21,21,False
2018-10-28,17,False
2018-11-04,32,False
2018-11-11,41,False
2018-11-18,37,False
2018-11-25,49,False
2018-12-02,24,False
2018-12-09,0,False
2018-12-16,42,False
2018-12-23,41,False
2018-12-30,19,False
2019-01-06,55,False
2019-01-13,16,False
2019-01-20,48,False
2019-01-27,16,False
2019-02-03,30,False
2019-02-10,54,False
2019-02-17,16,False
2019-02-24,17,False
2019-03-03,16,False
2019-03-10,41,False
2019-03-17,17,False
2019-03-24,17,False
2019-03-31,17,False
2019-04-07,34,False
2019-04-14,18,False
2019-04-21,19,False
2019-04-28,28,False
2019-05-05,48,False
2019-05-12,17,False
2019-05-19,45,False
2019-05-26,35,False
2019-06-02,47,False
2019-06-09,34,False
2019-06-16,34,False
2019-06-23,29,False
2019-06-30,17,False
2019-07-07,35,False
2019-07-14,28,False
2019-07-21,100,False
2019-07-28,21,False
2019-08-04,33,False
2019-08-11,23,False
2019-08-18,43,False
2019-08-25,19,False
2019-09-01,0,False
2019-09-08,17,False
2019-09-15,39,False
2019-09-22,16,False
2019-09-29,56,False
2019-10-06,25,False
2019-10-13,33,False
2019-10-20,17,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,49,False
2019-11-17,22,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,37,False
2020-01-05,24,False
2020-01-12,21,False
2020-01-19,59,False
2020-01-26,16,False
2020-02-02,21,False
2020-02-09,32,False
2020-02-16,49,False
2020-02-23,38,False
2020-03-01,23,False
2020-03-08,30,False
2020-03-15,27,False
2020-03-22,38,False
2020-03-29,32,False
2020-04-05,27,False
2020-04-12,38,False
2020-04-19,32,False
2020-04-26,41,False
2020-05-03,30,False
2020-05-10,21,False
2020-05-17,57,True
